MD	GR	PHIE	PHI_ALT	DTS	DTCO	RHOB	WELL
4580.6877					67.764579773		Well_5
4580.8877					67.288002014		Well_5
4581.0877					67.134742737		Well_5
4581.2877					67.757461548		Well_5
4581.4877					68.416717529		Well_5
4581.6877					68.807411194		Well_5
4581.8877					68.338348389		Well_5
4582.0877					68.433944702		Well_5
4582.2877					68.151870728		Well_5
4582.4877					67.826385498		Well_5
4582.6877					67.87600708		Well_5
4582.8877					68.058876038		Well_5
4583.0877					67.959884644		Well_5
4583.2877					68.152832031		Well_5
4583.4877					67.815376282		Well_5
4583.6877					67.983261108		Well_5
4583.8877					68.340270996		Well_5
4584.0877					68.136634827		Well_5
4584.2877					68.276634216		Well_5
4584.4877					68.285049438		Well_5
4584.6877					68.213798523		Well_5
4584.8877					68.339576721		Well_5
4585.0877					67.856307983		Well_5
4585.2877					67.662086487		Well_5
4585.4877					68.148460388		Well_5
4585.6877					67.847137451		Well_5
4585.8877					67.848922729		Well_5
4586.0877					67.634178162		Well_5
4586.2877					67.643623352		Well_5
4586.4877					67.691825867		Well_5
4586.6877					67.843032837		Well_5
4586.8877					68.3775177		Well_5
4587.0877					68.186698914		Well_5
4587.2877					68.332557678		Well_5
4587.4877					68.232673645		Well_5
4587.6877					68.325363159		Well_5
4587.8877					68.421386719		Well_5
4588.0877					68.124916077		Well_5
4588.2877					68.129455566		Well_5
4588.4877					67.98135376		Well_5
4588.6877					67.906288147		Well_5
4588.8877					68.080406189		Well_5
4589.0877					68.262496948		Well_5
4589.2877					67.985198975		Well_5
4589.4877					67.773696899		Well_5
4589.6877					67.803497314		Well_5
4589.8877					67.628494263		Well_5
4590.0877					67.745750427		Well_5
4590.2877					67.935180664		Well_5
4590.4877					67.856201172		Well_5
4590.6877					68.179672241		Well_5
4590.8877					68.499526978		Well_5
4591.0877					67.777244568		Well_5
4591.2877					67.994194031		Well_5
4591.4877					68.268989563		Well_5
4591.6877					68.234451294		Well_5
4591.8877					67.823219299		Well_5
4592.0877					67.909172058		Well_5
4592.2877					67.859405518		Well_5
4592.4877					68.008987427		Well_5
4592.6877					67.845016479		Well_5
4592.8877					68.010055542		Well_5
4593.0877					68.235603333		Well_5
4593.2877					67.818412781		Well_5
4593.4877					67.315696716		Well_5
4593.6877					67.620132446		Well_5
4593.8877					68.156135559		Well_5
4594.0877					67.520606995		Well_5
4594.2877					67.531349182		Well_5
4594.4877					67.553382874		Well_5
4594.6877					67.407997131		Well_5
4594.8877					67.744087219		Well_5
4595.0877					67.743041992		Well_5
4595.2877					68.06854248		Well_5
4595.4877					68.220619202		Well_5
4595.6877					68.043327332		Well_5
4595.8877					67.80846405		Well_5
4596.0877					67.762031555		Well_5
4596.2877					67.798103333		Well_5
4596.4877					67.704910278		Well_5
4596.6877					67.530708313		Well_5
4596.8877					67.273628235		Well_5
4597.0877					67.460960388		Well_5
4597.2877					67.350288391		Well_5
4597.4877					67.581642151		Well_5
4597.6877					67.868835449		Well_5
4597.8877					67.971366882		Well_5
4598.0877					67.93976593		Well_5
4598.2877					67.980049133		Well_5
4598.4877					68.368652344		Well_5
4598.6877					68.340782166		Well_5
4598.8877					68.205322266		Well_5
4599.0877					67.93637085		Well_5
4599.2877					67.848266602		Well_5
4599.4877					67.538291931		Well_5
4599.6877					67.50037384		Well_5
4599.8877					67.742401123		Well_5
4600.0877					67.970230103		Well_5
4600.2877					68.050621033		Well_5
4600.4877					68.231933594		Well_5
4600.6877					68.145866394		Well_5
4600.8877					68.47505188		Well_5
4601.0877					68.668693542		Well_5
4601.2877					68.03401947		Well_5
4601.4877					68.392745972		Well_5
4601.6877					68.94367981		Well_5
4601.8877					68.539505005		Well_5
4602.0877					68.421096802		Well_5
4602.2877					68.468513489		Well_5
4602.4877					68.406890869		Well_5
4602.6877					68.21396637		Well_5
4602.8877					67.957328796		Well_5
4603.0877					67.633628845		Well_5
4603.2877					67.530815125		Well_5
4603.4877					68.103744507		Well_5
4603.6877					68.319351196		Well_5
4603.8877					68.362350464		Well_5
4604.0877					67.750114441		Well_5
4604.2877					67.834236145		Well_5
4604.4877					68.637466431		Well_5
4604.6877					68.884178162		Well_5
4604.8877					67.942840576		Well_5
4605.0877					67.738105774		Well_5
4605.2877					67.769744873		Well_5
4605.4877					67.801559448		Well_5
4605.6877					68.0338974		Well_5
4605.8877					68.146865845		Well_5
4606.0877					68.242607117		Well_5
4606.2877					68.086082458		Well_5
4606.4877					68.016296387		Well_5
4606.6877					67.908790588		Well_5
4606.8877					68.370735168		Well_5
4607.0877					68.03855896		Well_5
4607.2877					67.403404236		Well_5
4607.4877					67.613960266		Well_5
4607.6877					67.449752808		Well_5
4607.8877					67.212562561		Well_5
4608.0877					68.143424988		Well_5
4608.2877					68.184440613		Well_5
4608.4877					67.770111084		Well_5
4608.6877					67.322166443		Well_5
4608.8877					67.857513428		Well_5
4609.0877					67.704551697		Well_5
4609.2877					67.597709656		Well_5
4609.4877					67.978561401		Well_5
4609.6877					68.061973572		Well_5
4609.8877					67.892723083		Well_5
4610.0877					67.731071472		Well_5
4610.2877					67.708572388		Well_5
4610.4877					67.536781311		Well_5
4610.6877					67.384368896		Well_5
4610.8877					67.504722595		Well_5
4611.0877					68.033760071		Well_5
4611.2877					68.03465271		Well_5
4611.4877					68.300689697		Well_5
4611.6877					67.707923889		Well_5
4611.8877					67.897476196		Well_5
4612.0877					68.05847168		Well_5
4612.2877					67.779708862		Well_5
4612.4877					67.831535339		Well_5
4612.6877					67.662590027		Well_5
4612.8877					67.087921143		Well_5
4613.0877					66.649032593		Well_5
4613.2877					66.758842468		Well_5
4613.4877					66.537483215		Well_5
4613.6877					65.822677612		Well_5
4613.8877					66.219596863		Well_5
4614.0877					66.945655823		Well_5
4614.2877					67.023735046		Well_5
4614.4877					66.620491028		Well_5
4614.6877					66.833442688		Well_5
4614.8877					67.393974304		Well_5
4615.0877					67.913612366		Well_5
4615.2877					68.238601685		Well_5
4615.4877					67.920387268		Well_5
4615.6877					67.800682068		Well_5
4615.8877					67.341491699		Well_5
4616.0877					67.098136902		Well_5
4616.2877					67.032524109		Well_5
4616.4877					67.408752441		Well_5
4616.6877					68.071395874		Well_5
4616.8877					68.164489746		Well_5
4617.0877					68.364067078		Well_5
4617.2877					67.060157776		Well_5
4617.4877					66.412200928		Well_5
4617.6877					66.992485046		Well_5
4617.8877					67.435310364		Well_5
4618.0877					67.173828125		Well_5
4618.2877					67.781761169		Well_5
4618.4877					67.936279297		Well_5
4618.6877					67.226737976		Well_5
4618.8877					67.399490356		Well_5
4619.0877					67.183776855		Well_5
4619.2877					66.933944702		Well_5
4619.4877					67.333450317		Well_5
4619.6877					67.629211426		Well_5
4619.8877					67.775947571		Well_5
4620.0877					68.223800659		Well_5
4620.2877					67.833099365		Well_5
4620.4877					67.815925598		Well_5
4620.6877					67.213386536		Well_5
4620.8877					66.69278717		Well_5
4621.0877					66.574943542		Well_5
4621.2877					65.285888672		Well_5
4621.4877					62.240188599		Well_5
4621.6877					58.038654327		Well_5
4621.8877					56.384204865		Well_5
4622.0877					56.914089203		Well_5
4622.2877					58.689933777		Well_5
4622.4877					61.120891571		Well_5
4622.6877					64.027328491		Well_5
4622.8877					66.058815002		Well_5
4623.0877					66.87828064		Well_5
4623.2877					65.208496094		Well_5
4623.4877					61.601535797		Well_5
4623.6877					58.728782654		Well_5
4623.8877					57.579006195		Well_5
4624.0877					58.018943787		Well_5
4624.2877					56.751335144		Well_5
4624.4877					55.853431702		Well_5
4624.6877					56.860671997		Well_5
4624.8877					57.465892792		Well_5
4625.0877					57.815784454		Well_5
4625.2877					57.323066711		Well_5
4625.4877					55.937770844		Well_5
4625.6877					56.742736816		Well_5
4625.8877					56.861995697		Well_5
4626.0877					57.009078979		Well_5
4626.2877					57.612255096		Well_5
4626.4877					57.178165436		Well_5
4626.6877					56.93976593		Well_5
4626.8877					56.93819809		Well_5
4627.0877					57.936691284		Well_5
4627.2877					59.491641998		Well_5
4627.4877					64.592819214		Well_5
4627.6877					69.200180054		Well_5
4627.8877					68.667686462		Well_5
4628.0877					66.446815491		Well_5
4628.2877					63.94739151		Well_5
4628.4877					62.718044281		Well_5
4628.6877					64.578308105		Well_5
4628.8877					66.049293518		Well_5
4629.0877					66.362770081		Well_5
4629.2877					64.942260742		Well_5
4629.4877					65.272132874		Well_5
4629.6877					66.756210327		Well_5
4629.8877					66.558311462		Well_5
4630.0877					66.54624939		Well_5
4630.2877					66.950553894		Well_5
4630.4877					68.173980713		Well_5
4630.6877					68.715049744		Well_5
4630.8877					68.764343262		Well_5
4631.0877					67.937416077		Well_5
4631.2877					67.274940491		Well_5
4631.4877					67.429924011		Well_5
4631.6877					67.566360474		Well_5
4631.8877					67.220489502		Well_5
4632.0877					67.005073547		Well_5
4632.2877					67.255111694		Well_5
4632.4877					67.264343262		Well_5
4632.6877					67.102233887		Well_5
4632.8877					66.655952454		Well_5
4633.0877					66.898490906		Well_5
4633.2877					66.862800598		Well_5
4633.4877					66.808555603		Well_5
4633.6877					66.59602356		Well_5
4633.8877					66.462127686		Well_5
4634.0877					66.185653687		Well_5
4634.2877					65.894607544		Well_5
4634.4877					65.48008728		Well_5
4634.6877					64.839241028		Well_5
4634.8877					64.36933136		Well_5
4635.0877					63.845191956		Well_5
4635.2877					63.659770966		Well_5
4635.4877					64.194862366		Well_5
4635.6877					64.293128967		Well_5
4635.8877					63.510196686		Well_5
4636.0877					62.71118927		Well_5
4636.2877					61.741825104		Well_5
4636.4877					61.196990967		Well_5
4636.6877					61.204799652		Well_5
4636.8877					61.523231506		Well_5
4637.0877					62.348705292		Well_5
4637.2877					62.261356354		Well_5
4637.4877					62.102798462		Well_5
4637.6877					62.631973267		Well_5
4637.8877					62.062801361		Well_5
4638.0877					61.643680573		Well_5
4638.2877					61.566963196		Well_5
4638.4877					62.776165009		Well_5
4638.6877					63.637077332		Well_5
4638.8877					62.644790649		Well_5
4639.0877					61.661624908		Well_5
4639.2877					61.403144836		Well_5
4639.4877					62.119533539		Well_5
4639.6877					62.695388794		Well_5
4639.8877					62.893878937		Well_5
4640.0877					63.728359222		Well_5
4640.2877					64.022216797		Well_5
4640.4877					63.362476349		Well_5
4640.6877					64.186790466		Well_5
4640.8877					65.354347229		Well_5
4641.0877					65.971183777		Well_5
4641.2877					64.595542908		Well_5
4641.4877					63.504882813		Well_5
4641.6877					63.060684204		Well_5
4641.8877					62.9661026		Well_5
4642.0877					63.555412292		Well_5
4642.2877					64.373321533		Well_5
4642.4877					64.615089417		Well_5
4642.6877					64.000091553		Well_5
4642.8877					63.459789276		Well_5
4643.0877					63.287021637		Well_5
4643.2877					63.588039398		Well_5
4643.4877					63.34380722		Well_5
4643.6877					62.377830505		Well_5
4643.8877					63.733264923		Well_5
4644.0877					66.333305359		Well_5
4644.2877					66.660011292		Well_5
4644.4877					67.67716217		Well_5
4644.6877					68.711326599		Well_5
4644.8877					66.267189026		Well_5
4645.0877					65.458053589		Well_5
4645.2877					66.166236877		Well_5
4645.4877					67.65990448		Well_5
4645.6877					68.047721863		Well_5
4645.8877					67.684936523		Well_5
4646.0877					66.771118164		Well_5
4646.2877					66.311798096		Well_5
4646.4877					66.82611084		Well_5
4646.6877					66.245811462		Well_5
4646.8877					65.554763794		Well_5
4647.0877					65.637046814		Well_5
4647.2877					66.111846924		Well_5
4647.4877					66.043388367		Well_5
4647.6877					66.642227173		Well_5
4647.8877					66.700675964		Well_5
4648.0877					67.328193665		Well_5
4648.2877					68.03729248		Well_5
4648.4877					67.170669556		Well_5
4648.6877					66.359634399		Well_5
4648.8877					66.83719635		Well_5
4649.0877					66.770446777		Well_5
4649.2877					66.566017151		Well_5
4649.4877					68.146751404		Well_5
4649.6877					68.699783325		Well_5
4649.8877					68.138664246		Well_5
4650.0877					67.864219666		Well_5
4650.2877					67.324523926		Well_5
4650.4877					66.928031921		Well_5
4650.6877					67.036376953		Well_5
4650.8877					67.339530945		Well_5
4651.0877					67.126533508		Well_5
4651.2877					66.287750244		Well_5
4651.4877					66.10471344		Well_5
4651.6877					66.033714294		Well_5
4651.8877					65.96673584		Well_5
4652.0877					65.427200317		Well_5
4652.2877					64.474304199		Well_5
4652.4877					64.616905212		Well_5
4652.6877					65.592636108		Well_5
4652.8877					66.970016479		Well_5
4653.0877					67.817565918		Well_5
4653.2877					69.003845215		Well_5
4653.4877					67.848838806		Well_5
4653.6877					67.435874939		Well_5
4653.8877					67.838661194		Well_5
4654.0877					68.039825439		Well_5
4654.2877					67.655181885		Well_5
4654.4877					67.512245178		Well_5
4654.6877					67.803253174		Well_5
4654.8877					67.475479126		Well_5
4655.0877					67.849594116		Well_5
4655.2877					67.717407227		Well_5
4655.4877					67.685523987		Well_5
4655.6877					68.058685303		Well_5
4655.8877					68.130813599		Well_5
4656.0877					67.507324219		Well_5
4656.2877					67.826179504		Well_5
4656.4877					67.830276489		Well_5
4656.6877					67.210884094		Well_5
4656.8877					67.606140137		Well_5
4657.0877					67.525672913		Well_5
4657.2877					67.25831604		Well_5
4657.4877					67.014274597		Well_5
4657.6877					67.216171265		Well_5
4657.8877					67.546539307		Well_5
4658.0877					67.69883728		Well_5
4658.2877					67.733299255		Well_5
4658.4877					67.597969055		Well_5
4658.6877					67.715270996		Well_5
4658.8877					67.549987793		Well_5
4659.0877					67.678321838		Well_5
4659.2877					67.840637207		Well_5
4659.4877					67.3543396		Well_5
4659.6877					67.276115417		Well_5
4659.8877					67.828613281		Well_5
4660.0877					68.356018066		Well_5
4660.2877					67.687705994		Well_5
4660.4877					67.642997742		Well_5
4660.6877					68.4190979		Well_5
4660.8877					68.588630676		Well_5
4661.0877					67.804679871		Well_5
4661.2877					67.364471436		Well_5
4661.4877					67.58731842		Well_5
4661.6877					67.732643127		Well_5
4661.8877					67.671302795		Well_5
4662.0877					67.785011292		Well_5
4662.2877					67.433761597		Well_5
4662.4877					67.488609314		Well_5
4662.6877					67.4556427		Well_5
4662.8877					67.847915649		Well_5
4663.0877					68.182487488		Well_5
4663.2877					67.06539917		Well_5
4663.4877					67.805976868		Well_5
4663.6877					68.215751648		Well_5
4663.8877					67.929878235		Well_5
4664.0877					67.897972107		Well_5
4664.2877					67.460380554		Well_5
4664.4877					67.666519165		Well_5
4664.6877					68.621253967		Well_5
4664.8877					68.113143921		Well_5
4665.0877					68.39201355		Well_5
4665.2877					68.234443665		Well_5
4665.4877					67.919441223		Well_5
4665.6877					67.545051575		Well_5
4665.8877					67.705245972		Well_5
4666.0877					67.969787598		Well_5
4666.2877					68.119041443		Well_5
4666.4877					68.517379761		Well_5
4666.6877					68.113502502		Well_5
4666.8877					67.983642578		Well_5
4667.0877					68.197395325		Well_5
4667.2877					67.962028503		Well_5
4667.4877					67.948158264		Well_5
4667.6877					67.836326599		Well_5
4667.8877					67.819648743		Well_5
4668.0877					68.827934265		Well_5
4668.2877					69.106781006		Well_5
4668.4877					68.335990906		Well_5
4668.6877					68.214424133		Well_5
4668.8877					68.222976685		Well_5
4669.0877					68.360305786		Well_5
4669.2877					68.573799133		Well_5
4669.4877					67.70475769		Well_5
4669.6877					67.229057312		Well_5
4669.8877					67.353271484		Well_5
4670.0877					67.759178162		Well_5
4670.2877					67.799079895		Well_5
4670.4877					67.383369446		Well_5
4670.6877					67.419654846		Well_5
4670.8877					67.685142517		Well_5
4671.0877					67.716522217		Well_5
4671.2877					67.296737671		Well_5
4671.4877					67.171867371		Well_5
4671.6877					67.454582214		Well_5
4671.8877					67.852851868		Well_5
4672.0877					67.912399292		Well_5
4672.2877					67.996643066		Well_5
4672.4877					67.983833313		Well_5
4672.6877					68.092323303		Well_5
4672.8877					68.173446655		Well_5
4673.0877					67.937866211		Well_5
4673.2877					67.998641968		Well_5
4673.4877					67.519180298		Well_5
4673.6877					67.374191284		Well_5
4673.8877					67.532203674		Well_5
4674.0877					67.060295105		Well_5
4674.2877					67.077804565		Well_5
4674.4877					67.409034729		Well_5
4674.6877					67.525245667		Well_5
4674.8877					68.11643219		Well_5
4675.0877					67.983856201		Well_5
4675.2877					67.425567627		Well_5
4675.4877					67.156959534		Well_5
4675.6877					67.555358887		Well_5
4675.8877					67.527114868		Well_5
4676.0877					67.238670349		Well_5
4676.2877					67.21105957		Well_5
4676.4877					67.37361908		Well_5
4676.6877					66.947052002		Well_5
4676.8877					66.614944458		Well_5
4677.0877					66.90561676		Well_5
4677.2877					67.918251038		Well_5
4677.4877					68.188796997		Well_5
4677.6877					67.615791321		Well_5
4677.8877					68.162612915		Well_5
4678.0877					68.420684814		Well_5
4678.2877					67.309272766		Well_5
4678.4877					66.786827087		Well_5
4678.6877					66.608772278		Well_5
4678.8877					66.977279663		Well_5
4679.0877					67.220199585		Well_5
4679.2877					67.735916138		Well_5
4679.4877					67.503631592		Well_5
4679.6877					67.088546753		Well_5
4679.8877					66.833831787		Well_5
4680.0877					67.079544067		Well_5
4680.2877					67.45929718		Well_5
4680.4877					67.479667664		Well_5
4680.6877					67.37713623		Well_5
4680.8877					67.739830017		Well_5
4681.0877					67.328948975		Well_5
4681.2877					66.056106567		Well_5
4681.4877					65.886390686		Well_5
4681.6877					66.917076111		Well_5
4681.8877					67.876953125		Well_5
4682.0877					67.708511353		Well_5
4682.2877					67.62361908		Well_5
4682.4877					67.376243591		Well_5
4682.6877					67.251441956		Well_5
4682.8877					67.107780457		Well_5
4683.0877					67.25113678		Well_5
4683.2877					67.402793884		Well_5
4683.4877					67.939697266		Well_5
4683.6877					68.108505249		Well_5
4683.8877					67.987243652		Well_5
4684.0877					67.601646423		Well_5
4684.2877					67.538673401		Well_5
4684.4877					68.047935486		Well_5
4684.6877					67.828353882		Well_5
4684.8877					67.736167908		Well_5
4685.0877					67.840927124		Well_5
4685.2877					67.626266479		Well_5
4685.4877					67.526657104		Well_5
4685.6877					67.570899963		Well_5
4685.8877					67.726402283		Well_5
4686.0877					67.488586426		Well_5
4686.2877					67.329200745		Well_5
4686.4877					67.592475891		Well_5
4686.6877					67.43006897		Well_5
4686.8877					67.042922974		Well_5
4687.0877					66.485618591		Well_5
4687.2877					66.916023254		Well_5
4687.4877					67.377342224		Well_5
4687.6877					67.739616394		Well_5
4687.8877					67.781394958		Well_5
4688.0877					68.079551697		Well_5
4688.2877					68.187438965		Well_5
4688.4877					67.749610901		Well_5
4688.6877					67.920967102		Well_5
4688.8877					68.253120422		Well_5
4689.0877					68.058860779		Well_5
4689.2877					67.554878235		Well_5
4689.4877					68.375724792		Well_5
4689.6877					68.782821655		Well_5
4689.8877					68.369728088		Well_5
4690.0877					67.647865295		Well_5
4690.2877					67.530685425		Well_5
4690.4877					67.510101318		Well_5
4690.6877					68.340248108		Well_5
4690.8877					68.68346405		Well_5
4691.0877					68.330329895		Well_5
4691.2877					67.512268066		Well_5
4691.4877					66.817733765		Well_5
4691.6877					67.054519653		Well_5
4691.8877					67.379714966		Well_5
4692.0877					67.529296875		Well_5
4692.2877					66.825889587		Well_5
4692.4877					67.251701355		Well_5
4692.6877					68.638427734		Well_5
4692.8877					67.986412048		Well_5
4693.0877					67.010681152		Well_5
4693.2877					66.633476257		Well_5
4693.4877					66.607872009		Well_5
4693.6877					67.169448853		Well_5
4693.8877					68.067138672		Well_5
4694.0877					68.141792297		Well_5
4694.2877					67.662384033		Well_5
4694.4877					67.895614624		Well_5
4694.6877					67.650840759		Well_5
4694.8877					67.741065979		Well_5
4695.0877					67.686164856		Well_5
4695.2877					67.698570251		Well_5
4695.4877					67.967338562		Well_5
4695.6877					67.874465942		Well_5
4695.8877					67.936042786		Well_5
4696.0877					67.714828491		Well_5
4696.2877					68.339019775		Well_5
4696.4877					68.172401428		Well_5
4696.6877					67.040031433		Well_5
4696.8877					66.760917664		Well_5
4697.0877					67.194190979		Well_5
4697.2877					67.120513916		Well_5
4697.4877					67.440719604		Well_5
4697.6877					67.536346436		Well_5
4697.8877					68.665145874		Well_5
4698.0877					67.965705872		Well_5
4698.2877					67.445137024		Well_5
4698.4877					67.912536621		Well_5
4698.6877					67.322433472		Well_5
4698.8877					67.379180908		Well_5
4699.0877					67.677963257		Well_5
4699.2877					67.620651245		Well_5
4699.4877					67.879325867		Well_5
4699.6877					67.336151123		Well_5
4699.8877					66.741874695		Well_5
4700.0877					66.791038513		Well_5
4700.2877					66.635215759		Well_5
4700.4877					66.911750793		Well_5
4700.6877					67.753730774		Well_5
4700.8877					68.045417786		Well_5
4701.0877					67.667160034		Well_5
4701.2877					66.773345947		Well_5
4701.4877					66.390800476		Well_5
4701.6877					65.982971191		Well_5
4701.8877					66.670669556		Well_5
4702.0877					66.761421204		Well_5
4702.2877					66.578414917		Well_5
4702.4877					66.606254578		Well_5
4702.6877					67.069046021		Well_5
4702.8877					66.947341919		Well_5
4703.0877					67.310379028		Well_5
4703.2877					67.499427795		Well_5
4703.4877					67.350730896		Well_5
4703.6877					67.313232422		Well_5
4703.8877					68.201049805		Well_5
4704.0877					68.438056946		Well_5
4704.2877					68.114006042		Well_5
4704.4877					67.761505127		Well_5
4704.6877					67.413200378		Well_5
4704.8877					67.459884644		Well_5
4705.0877					67.706123352		Well_5
4705.2877					67.479827881		Well_5
4705.4877					67.624237061		Well_5
4705.6877					67.714004517		Well_5
4705.8877					67.587287903		Well_5
4706.0877					67.682609558		Well_5
4706.2877					67.684379578		Well_5
4706.4877					67.736831665		Well_5
4706.6877					67.518516541		Well_5
4706.8877					67.995155334		Well_5
4707.0877					67.594741821		Well_5
4707.2877					67.323989868		Well_5
4707.4877					67.074150085		Well_5
4707.6877					66.84513855		Well_5
4707.8877					66.721969604		Well_5
4708.0877					66.709411621		Well_5
4708.2877					66.591575623		Well_5
4708.4877					66.580612183		Well_5
4708.6877					66.934837341		Well_5
4708.8877					67.438941956		Well_5
4709.0877					67.397109985		Well_5
4709.2877					67.631790161		Well_5
4709.4877					67.146255493		Well_5
4709.6877					67.393638611		Well_5
4709.8877					67.64743042		Well_5
4710.0877					67.804412842		Well_5
4710.2877					67.86618042		Well_5
4710.4877					67.384811401		Well_5
4710.6877					67.050369263		Well_5
4710.8877					66.932495117		Well_5
4711.0877					66.732872009		Well_5
4711.2877					67.195159912		Well_5
4711.4877					67.47984314		Well_5
4711.6877					67.143760681		Well_5
4711.8877					67.340431213		Well_5
4712.0877					67.593910217		Well_5
4712.2877					67.887573242		Well_5
4712.4877					67.687477112		Well_5
4712.6877					67.455177307		Well_5
4712.8877					67.430580139		Well_5
4713.0877					67.41381073		Well_5
4713.2877					66.910980225		Well_5
4713.4877					67.111480713		Well_5
4713.6877					67.535003662		Well_5
4713.8877					67.293388367		Well_5
4714.0877					67.632171631		Well_5
4714.2877					67.862411499		Well_5
4714.4877					67.24899292		Well_5
4714.6877					66.828361511		Well_5
4714.8877					66.633308411		Well_5
4715.0877					66.526290894		Well_5
4715.2877					66.857261658		Well_5
4715.4877					66.895179749		Well_5
4715.6877					67.133636475		Well_5
4715.8877					67.566352844		Well_5
4716.0877					67.335586548		Well_5
4716.2877					66.632217407		Well_5
4716.4877					67.16934967		Well_5
4716.6877					67.78037262		Well_5
4716.8877					67.486633301		Well_5
4717.0877					67.1667099		Well_5
4717.2877					66.34753418		Well_5
4717.4877					65.935287476		Well_5
4717.6877					66.55644989		Well_5
4717.8877					67.356376648		Well_5
4718.0877					67.436439514		Well_5
4718.2877					67.534515381		Well_5
4718.4877					67.334533691		Well_5
4718.6877					67.531776428		Well_5
4718.8877					67.701812744		Well_5
4719.0877					67.547615051		Well_5
4719.2877					67.427131653		Well_5
4719.4877					67.744796753		Well_5
4719.6877					68.213378906		Well_5
4719.8877					68.016593933		Well_5
4720.0877					68.281005859		Well_5
4720.2877					69.025932312		Well_5
4720.4877					68.103683472		Well_5
4720.6877					67.472564697		Well_5
4720.8877					67.85887146		Well_5
4721.0877					67.359298706		Well_5
4721.2877					67.132865906		Well_5
4721.4877					67.072219849		Well_5
4721.6877					67.447486877		Well_5
4721.8877					67.872848511		Well_5
4722.0877					67.642578125		Well_5
4722.2877					67.476501465		Well_5
4722.4877					67.67137146		Well_5
4722.6877					67.329811096		Well_5
4722.8877					65.866867065		Well_5
4723.0877					64.315856934		Well_5
4723.2877					64.924087524		Well_5
4723.4877					65.390426636		Well_5
4723.6877					65.206680298		Well_5
4723.8877					65.530128479		Well_5
4724.0877					66.284637451		Well_5
4724.2877					67.001228333		Well_5
4724.4877					66.68572998		Well_5
4724.6877					66.179244995		Well_5
4724.8877					66.754844666		Well_5
4725.0877					67.607208252		Well_5
4725.2877					67.666275024		Well_5
4725.4877					67.833061218		Well_5
4725.6877					67.333229065		Well_5
4725.8877					66.746803284		Well_5
4726.0877					66.196632385		Well_5
4726.2877					66.413795471		Well_5
4726.4877					66.436943054		Well_5
4726.6877					66.477981567		Well_5
4726.8877					65.945770264		Well_5
4727.0877					65.768455505		Well_5
4727.2877					66.444030762		Well_5
4727.4877					66.835212708		Well_5
4727.6877					66.942840576		Well_5
4727.8877					67.15914917		Well_5
4728.0877					67.324615479		Well_5
4728.2877					67.607788086		Well_5
4728.4877					66.815788269		Well_5
4728.6877					66.105995178		Well_5
4728.8877					66.640884399		Well_5
4729.0877					67.393508911		Well_5
4729.2877					68.397712708		Well_5
4729.4877					67.794029236		Well_5
4729.6877					67.361274719		Well_5
4729.8877					67.133323669		Well_5
4730.0877					67.263076782		Well_5
4730.2877					66.727111816		Well_5
4730.4877					66.458930969		Well_5
4730.6877					66.668380737		Well_5
4730.8877					67.1927948		Well_5
4731.0877					67.810035706		Well_5
4731.2877					67.742111206		Well_5
4731.4877					67.468193054		Well_5
4731.6877					67.44355011		Well_5
4731.8877					67.619232178		Well_5
4732.0877					67.268981934		Well_5
4732.2877					67.088523865		Well_5
4732.4877					67.175758362		Well_5
4732.6877					67.483146667		Well_5
4732.8877					67.767967224		Well_5
4733.0877					67.657875061		Well_5
4733.2877					66.851600647		Well_5
4733.4877					67.051368713		Well_5
4733.6877					68.354537964		Well_5
4733.8877					67.287513733		Well_5
4734.0877					65.782684326		Well_5
4734.2877					64.505996704		Well_5
4734.4877					64.16973114		Well_5
4734.6877					65.466033936		Well_5
4734.8877					67.167663574		Well_5
4735.0877					67.460487366		Well_5
4735.2877					67.122291565		Well_5
4735.4877					67.585487366		Well_5
4735.6877					67.25868988		Well_5
4735.8877					67.082138062		Well_5
4736.0877					67.301742554		Well_5
4736.2877					67.546455383		Well_5
4736.4877					67.531593323		Well_5
4736.6877					67.906295776		Well_5
4736.8877					67.609924316		Well_5
4737.0877					67.290763855		Well_5
4737.2877					67.434768677		Well_5
4737.4877					66.348060608		Well_5
4737.6877					67.230941772		Well_5
4737.8877					67.647727966		Well_5
4738.0877					67.442497253		Well_5
4738.2877					67.937507629		Well_5
4738.4877					67.83164978		Well_5
4738.6877					67.538284302		Well_5
4738.8877					67.080162048		Well_5
4739.0877					67.45349884		Well_5
4739.2877					67.524009705		Well_5
4739.4877					67.390403748		Well_5
4739.6877					67.30002594		Well_5
4739.8877					67.35987854		Well_5
4740.0877					67.925163269		Well_5
4740.2877					67.862442017		Well_5
4740.4877					67.304130554		Well_5
4740.6877					66.764801025		Well_5
4740.8877					66.733436584		Well_5
4741.0877					67.178916931		Well_5
4741.2877					67.38217926		Well_5
4741.4877					66.584579468		Well_5
4741.6877					66.650039673		Well_5
4741.8877					67.139976501		Well_5
4742.0877					67.8879776		Well_5
4742.2877					67.163002014		Well_5
4742.4877					67.184074402		Well_5
4742.6877					67.932525635		Well_5
4742.8877					68.589248657		Well_5
4743.0877					68.527015686		Well_5
4743.2877					67.983787537		Well_5
4743.4877					67.921150208		Well_5
4743.6877					67.865242004		Well_5
4743.8877					67.66343689		Well_5
4744.0877					67.38949585		Well_5
4744.2877					67.645545959		Well_5
4744.4877					66.410896301		Well_5
4744.6877					64.191162109		Well_5
