MD	GR	RHOB	PHIE	DTCO	DTS	WELL
5586.0148	44.993244171	2.4506788254	0.0791379288	64.09526825	115.08615875	Well_6
5586.2148	46.972873688	2.5022675991	0.0858834535	61.962352753	111.8500061	Well_6
5586.4148	44.3647995	2.5279700756	0.0993546695	61.009117126	108.82911682	Well_6
5586.6148	42.650520325	2.5352561474	0.1056991741	62.204814911	107.10212708	Well_6
5586.8148	44.367717743	2.5352425575	0.1101972535	64.515075684	107.88867188	Well_6
5587.0148	46.284225464	2.496619463	0.1326484531	66.24445343	110.12378693	Well_6
5587.2148	45.865291595	2.4416294098	0.1436858475	66.480125427	111.55667877	Well_6
5587.4148	42.834869385	2.4310913086	0.129657492	65.567581177	111.32235718	Well_6
5587.6148	37.50453949	2.480558157	0.1212020293	64.250442505	108.58306885	Well_6
5587.8148	33.660259247	2.5332026482	0.1138827577	62.807479858	104.92250824	Well_6
5588.0148	33.797016144	2.5491895676	0.106680721	60.803436279	102.08101654	Well_6
5588.2148	35.768043518	2.5620484352	0.0972484648	57.972892761	100.6815567	Well_6
5588.4148	35.821605682	2.5785593987	0.0881589726	55.486846924	100.86091614	Well_6
5588.6148	34.248157501	2.5668244362	0.0812892094	54.762226105	102.16028595	Well_6
5588.8148	32.641529083	2.5329582691	0.0826298818	55.969551086	103.848526	Well_6
5589.0148	31.881830215	2.5249361992	0.0948213115	58.008041382	105.77732086	Well_6
5589.2148	29.889112473	2.5337164402	0.1084560528	59.578651428	108.11471558	Well_6
5589.4148	27.721595764	2.522108078	0.1176065058	60.607185364	110.2559433	Well_6
5589.6148	26.902456284	2.4897232056	0.1200077161	61.363426208	111.78052521	Well_6
5589.8148	26.646905899	2.4607431889	0.1163260937	61.681732178	112.56967163	Well_6
5590.0148	26.813110352	2.4557292461	0.0998086706	60.847530365	112.37212372	Well_6
5590.2148	28.422927856	2.4943144321	0.0758869797	58.294361115	109.60064697	Well_6
5590.4148	31.814744949	2.5590951443	0.0632999018	55.046325684	104.70140839	Well_6
5590.6148	34.970527649	2.6136164665	0.0625246763	52.497234344	101.09187317	Well_6
5590.8148	37.857997894	2.6400368214	0.062171597	51.672538757	99.71723938	Well_6
5591.0148	42.050941467	2.6365613937	0.063567102	52.513515472	99.33896637	Well_6
5591.2148	44.774971008	2.6136007309	0.0727760196	53.869876862	98.736869812	Well_6
5591.4148	44.828960419	2.6013936996	0.0793891698	54.594558716	97.878700256	Well_6
5591.6148	41.286174774	2.6188850403	0.0932513401	54.312004089	97.914276123	Well_6
5591.8148	33.486263275	2.6382005215	0.1071796343	54.492385864	99.435089111	Well_6
5592.0148	28.539825439	2.631467104	0.0960383341	56.396045685	102.13549042	Well_6
5592.2148	32.008705139	2.5867023468	0.070799619	59.490474701	105.26325989	Well_6
5592.4148	37.120079041	2.538973093	0.0617241338	61.573455811	107.47918701	Well_6
5592.6148	41.768371582	2.5156667233	0.0697064698	61.859695435	109.21035004	Well_6
5592.8148	44.103649139	2.5088551044	0.0840708017	61.184185028	110.07688141	Well_6
5593.0148	44.59765625	2.4993658066	0.0943679288	60.824169159	110.2073822	Well_6
5593.2148	45.034431458	2.4970846176	0.095323056	61.106384277	110.39630127	Well_6
5593.4148	45.21938324	2.5070693493	0.0975672603	61.973155975	111.30304718	Well_6
5593.6148	45.526847839	2.5012457371	0.1113394648	63.153049469	113.52516937	Well_6
5593.8148	46.455917358	2.4680256844	0.1254150122	64.395172119	116.32830811	Well_6
5594.0148	47.109085083	2.4334182739	0.1393963397	65.553543091	117.99110413	Well_6
5594.2148	45.043071747	2.4183630943	0.1538625807	66.495872498	117.89116669	Well_6
5594.4148	41.217014313	2.4306261539	0.1587854922	66.60345459	116.39298248	Well_6
5594.6148	38.495735168	2.4737858772	0.1307383925	65.072486877	113.99943542	Well_6
5594.8148	38.30550766	2.5177752972	0.100903973	62.291702271	112.11341095	Well_6
5595.0148	39.733642578	2.5343341827	0.0954083055	60.407131195	111.34646606	Well_6
5595.2148	40.903377533	2.5216109753	0.1086500138	60.695110321	111.7940979	Well_6
5595.4148	37.099899292	2.4919080734	0.1287602633	62.866069794	113.59259033	Well_6
5595.6148	31.036729813	2.4790205956	0.1326449066	65.191055298	115.62174225	Well_6
5595.8148	27.387290955	2.4879655838	0.0998599157	66.863807678	116.72297668	Well_6
5596.0148	29.538557053	2.4885110855	0.0588763244	67.362358093	116.52362823	Well_6
5596.2148	36.9608078	2.4835886955	0.0508820824	66.595367432	115.61299896	Well_6
5596.4148	44.200798035	2.4821944237	0.0731218904	65.053382874	114.60194397	Well_6
5596.6148	47.093742371	2.4807913303	0.0980598554	63.708190918	114.13318634	Well_6
5596.8148	46.591655731	2.4837729931	0.107210435	63.308807373	114.62702179	Well_6
5597.0148	44.487308502	2.4859912395	0.1065213084	63.936355591	116.13647461	Well_6
5597.2148	42.460662842	2.4829013348	0.112676248	65.209197998	118.08892059	Well_6
5597.4148	39.969055176	2.4765393734	0.1240758225	66.186088562	119.5350647	Well_6
5597.6148	39.250926971	2.4626464844	0.132641688	66.221412659	120.11747742	Well_6
5597.8148	42.263957977	2.4444928169	0.1439735144	65.68157196	119.95163727	Well_6
5598.0148	43.288284302	2.443344593	0.1534740776	65.669380188	119.26420593	Well_6
5598.2148	41.432914734	2.4566149712	0.1528648883	66.288795471	118.37567139	Well_6
5598.4148	39.445396423	2.4660131931	0.142746076	66.662338257	117.18438721	Well_6
5598.6148	37.77173996	2.4718663692	0.1298781633	65.575019836	115.68294525	Well_6
5598.8148	36.911319733	2.4937140942	0.1195435748	63.483707428	114.31557465	Well_6
5599.0148	36.829109192	2.5215220451	0.1066335812	61.848213196	113.88600159	Well_6
5599.2148	34.698310852	2.5069620609	0.1006118655	62.389316559	115.31410217	Well_6
5599.4148	33.433773041	2.4570291042	0.1092060804	64.922363281	118.06003571	Well_6
5599.6148	34.745174408	2.4144804478	0.1182486564	68.162368774	120.5832901	Well_6
5599.8148	34.242500305	2.4072933197	0.1139377281	70.312034607	121.52902985	Well_6
5600.0148	33.041454315	2.432854414	0.1044899225	70.184303284	120.84624481	Well_6
5600.2148	35.028575897	2.4614276886	0.0978256762	67.972038269	118.9283371	Well_6
5600.4148	38.120487213	2.4580192566	0.1070105731	65.073242188	116.68397522	Well_6
5600.6148	40.472839355	2.4303424358	0.1206964403	63.168697357	114.89507294	Well_6
5600.8148	38.136009216	2.4229376316	0.1252781898	62.491378784	113.56651306	Well_6
5601.0148	29.945425034	2.4503126144	0.1228379756	62.456012726	112.65471649	Well_6
5601.2148	25.286956787	2.4795377254	0.1185996532	62.646694183	112.57421875	Well_6
5601.4148	24.792356491	2.4854290485	0.1218450665	63.098091125	113.24029541	Well_6
5601.6148	25.25450325	2.4667272568	0.1363604069	63.830242157	114.25801086	Well_6
5601.8148	28.366106033	2.4304699898	0.150235787	64.654624939	115.26387787	Well_6
5602.0148	32.782146454	2.402102232	0.1634360701	65.111778259	115.89992523	Well_6
5602.2148	33.487831116	2.403635025	0.1618658602	64.978530884	115.89662933	Well_6
5602.4148	30.785047531	2.4398062229	0.1398241669	64.450531006	115.41278839	Well_6
5602.6148	29.880844116	2.4693822861	0.1252646744	64.012001038	115.09440613	Well_6
5602.8148	29.571527481	2.4844663143	0.1214948967	63.647830963	114.95896149	Well_6
5603.0148	30.401885986	2.5004086494	0.1217923611	63.093559265	114.7928772	Well_6
5603.2148	33.516170502	2.5116078854	0.1213341877	62.588226318	114.67448425	Well_6
5603.4148	36.085704803	2.5150880814	0.12604478	62.662677765	114.82388306	Well_6
5603.6148	37.824092865	2.4984636307	0.1376840472	63.560688019	115.32061768	Well_6
5603.8148	40.028381348	2.4703431129	0.1425064057	64.690742493	115.85462952	Well_6
5604.0148	40.824409485	2.4617502689	0.1405076087	65.321899414	116.08240509	Well_6
5604.2148	39.27835083	2.4697825909	0.1408113539	65.230651855	115.68515778	Well_6
5604.4148	36.989383698	2.4720871449	0.1413013786	64.521850586	114.29824829	Well_6
5604.6148	34.602020264	2.473600626	0.1310958713	63.345867157	112.36494446	Well_6
5604.8148	32.459999084	2.4870998859	0.1079929993	61.635299683	110.39048004	Well_6
5605.0148	31.145500183	2.5148963928	0.0880353972	59.797115326	108.77947998	Well_6
5605.2148	30.307155609	2.5382332802	0.0851683244	58.658893585	107.52333832	Well_6
5605.4148	31.939291	2.5426251888	0.0985511839	58.476787567	106.79992676	Well_6
5605.6148	35.651615143	2.5370516777	0.1110918224	58.824424744	106.86268616	Well_6
5605.8148	37.430435181	2.5348753929	0.1125247404	59.055789948	107.38504028	Well_6
5606.0148	36.59526062	2.5365352631	0.1097423211	59.182395935	107.82974243	Well_6
5606.2148	33.809444427	2.5365092754	0.1126595065	59.433116913	108.24976349	Well_6
5606.4148	30.763883591	2.5219712257	0.123695381	59.913433075	109.12997437	Well_6
5606.6148	28.931324005	2.5003559589	0.143002212	60.753395081	110.6309967	Well_6
5606.8148	28.015741348	2.478976965	0.1475584954	62.068576813	112.21588898	Well_6
5607.0148	25.953678131	2.462552309	0.149459973	63.320240021	112.99866486	Well_6
5607.2148	22.753343582	2.4731402397	0.1445943564	63.516925812	112.6873703	Well_6
5607.4148	21.912425995	2.5056908131	0.1307258755	62.348751068	111.40753174	Well_6
5607.6148	25.230703354	2.516919136	0.1235689223	60.773426056	110.11470032	Well_6
5607.8148	30.515161514	2.512291193	0.1231296882	60.091991425	109.61316681	Well_6
5608.0148	35.052036285	2.5096035004	0.1279750764	60.460803986	109.36836243	Well_6
5608.2148	34.254184723	2.5054302216	0.1300548464	60.875709534	108.30864716	Well_6
5608.4148	28.810344696	2.5008583069	0.1231568977	60.592201233	108.04283905	Well_6
5608.6148	23.717903137	2.4947543144	0.1171159819	60.047397614	108.46316528	Well_6
5608.8148	22.837293625	2.4818572998	0.1192960069	60.288703918	109.10449982	Well_6
5609.0148	23.601449966	2.4723315239	0.1271134317	61.346279144	109.856987	Well_6
5609.2148	24.725803375	2.4754927158	0.1342990547	62.430656433	110.54785919	Well_6
5609.4148	26.134410858	2.4884514809	0.1334981173	62.819934845	111.00330353	Well_6
5609.6148	26.312486649	2.4966361523	0.1291677356	62.491260529	111.3144455	Well_6
5609.8148	24.844655991	2.4988851547	0.1320572048	61.833499908	111.52012634	Well_6
5610.0148	24.007772446	2.4944272041	0.1384539753	61.270996094	111.48362732	Well_6
5610.2148	25.232126236	2.4875440598	0.1421471983	61.022224426	111.00939178	Well_6
5610.4148	27.071741104	2.4911923409	0.1393485963	60.745552063	110.15840149	Well_6
5610.6148	27.958995819	2.5147492886	0.1247152686	60.161487579	109.1837616	Well_6
5610.8148	28.424770355	2.5458014011	0.1053009629	59.478084564	108.35034943	Well_6
5611.0148	29.728271484	2.5668618679	0.0938357636	59.102165222	107.7184906	Well_6
5611.2148	33.241218567	2.5742816925	0.0947653726	59.022529602	107.35333252	Well_6
5611.4148	37.827804565	2.569041729	0.0984142423	59.132034302	107.370224	Well_6
