MD	PHIE	GR	DTCO	RHOB	PHI_ALT	DTS	WELL
4388.2955				1.6699819565	-0.371331424		Well_2
4388.4955				1.669539094	-0.370069355		Well_2
4388.6955				1.6653209925	-0.369483054		Well_2
4388.8955				1.6650903225	-0.36741811		Well_2
4389.0955				1.6711710691	-0.366200358		Well_2
4389.2955				1.6817851067	-0.363771737		Well_2
4389.4955				1.6820876598	-0.367104352		Well_2
4389.6955				1.6692088842	-0.377659827		Well_2
4389.8955				1.6624354124	-0.376082718		Well_2
4390.0955				1.6631608009	-0.374618202		Well_2
4390.2955				1.6681934595	-0.375345737		Well_2
4390.4955				1.6909373999	-0.373879313		Well_2
4390.6955				1.7105213404	-0.377321988		Well_2
4390.8955				1.692348361	-0.394830197		Well_2
4391.0955				1.6632854939	-0.409939736		Well_2
4391.2955				1.6567194462	-0.41299212		Well_2
4391.4955				1.6674457788	-0.409236223		Well_2
4391.6955				1.670320034	-0.398856908		Well_2
4391.8955				1.66479671	-0.397998273		Well_2
4392.0955				1.6714572906	-0.38949278		Well_2
4392.2955				1.6766673326	-0.381657988		Well_2
4392.4955				1.6716701984	-0.377892315		Well_2
4392.6955				1.6750057936	-0.368790686		Well_2
4392.8955				1.678481102	-0.367142141		Well_2
4393.0955				1.6650576591	-0.373778254		Well_2
4393.2955				1.6575737	-0.374862641		Well_2
4393.4955				1.6668353081	-0.367337376		Well_2
4393.6955				1.6845422983	-0.35550195		Well_2
4393.8955				1.7012124062	-0.355771273		Well_2
4394.0955				1.6976283789	-0.362521887		Well_2
4394.2955				1.6717045307	-0.374964535		Well_2
4394.4955				1.6551177502	-0.386654645		Well_2
4394.6955				1.6735316515	-0.377657205		Well_2
4394.8955				1.7527561188	-0.327002615		Well_2
4395.0955				1.9001597166	-0.240181893		Well_2
4395.2955				2.0115430355	-0.198369637		Well_2
4395.4955				2.048674345	-0.19829452		Well_2
4395.6955				2.0575828552	-0.202201635		Well_2
4395.8955				2.065826416	-0.209471568		Well_2
4396.0955				2.0667893887	-0.212382317		Well_2
4396.2955				2.0596251488	-0.219259873		Well_2
4396.4955				2.0494699478	-0.227143586		Well_2
4396.6955				2.0456540585	-0.226648897		Well_2
4396.8955				2.0465385914	-0.225458086		Well_2
4397.0955				2.0473353863	-0.225702524		Well_2
4397.2955				2.0457804203	-0.229302317		Well_2
4397.4955				2.0539503098	-0.223854557		Well_2
4397.6955				2.0620315075	-0.219332904		Well_2
4397.8955				2.0600571632	-0.222338021		Well_2
4398.0955				2.049571991	-0.208299235		Well_2
4398.2955				1.9885452986	-0.271908015		Well_2
4398.4955				1.8550237417	-0.349668205		Well_2
4398.6955				1.8128376007	-0.343937159		Well_2
4398.8955				1.9432336092	-0.231657714		Well_2
4399.0955				2.0265548229	-0.186444804		Well_2
4399.2955				2.0084815025	-0.19859682		Well_2
4399.4955				2.0084042549	-0.194801539		Well_2
4399.6955				2.0329289436	-0.187859908		Well_2
4399.8955				2.0490624905	-0.182864606		Well_2
4400.0955				2.0494403839	-0.191291973		Well_2
4400.2955				2.0374646187	-0.202807561		Well_2
4400.4955				2.0168390274	-0.221954212		Well_2
4400.6955				1.9519029856	-0.282236665		Well_2
4400.8955				1.8243938684	-0.354408443		Well_2
4401.0955				1.7311687469	-0.3925246		Well_2
4401.2955				1.7342671156	-0.351438791		Well_2
4401.4955				1.7621817589	-0.314888448		Well_2
4401.6955				1.7374004126	-0.328176767		Well_2
4401.8955				1.6999843121	-0.335660368		Well_2
4402.0955				1.679265976	-0.340421766		Well_2
4402.2955				1.6608000994	-0.348778307		Well_2
4402.4955				1.6470226049	-0.354361534		Well_2
4402.6955				1.6574800014	-0.326524705		Well_2
4402.8955				1.6835410595	-0.303335518		Well_2
4403.0955				1.6729938984	-0.310900062		Well_2
4403.2955				1.6728855371	-0.306668848		Well_2
4403.4955				1.7244918346	-0.275504678		Well_2
4403.6955				1.7704252005	-0.250044584		Well_2
4403.8955				1.7768012285	-0.261601269		Well_2
4404.0955				1.746843338	-0.293316215		Well_2
4404.2955				1.7083177567	-0.325151443		Well_2
4404.4955				1.6973544359	-0.34130463		Well_2
4404.6955				1.6774350405	-0.354264051		Well_2
4404.8955				1.6438657045	-0.360668927		Well_2
4405.0955				1.6586486101	-0.342516899		Well_2
4405.2955				1.7616865635	-0.278056741		Well_2
4405.4955				1.8901789188	-0.202486917		Well_2
4405.6955				1.9110876322	-0.189696491		Well_2
4405.8955				1.830685854	-0.262782365		Well_2
4406.0955				1.7499558926	-0.363320559		Well_2
4406.2955				1.7545543909	-0.362942815		Well_2
4406.4955				1.8727536201	-0.281263977		Well_2
4406.6955				2.0084276199	-0.175422966		Well_2
4406.8955				2.0543494225	-0.157320634		Well_2
4407.0955				2.062466383	-0.161118448		Well_2
4407.2955				2.0638411045	-0.185879797		Well_2
4407.4955				2.0495283604	-0.21544072		Well_2
4407.6955				2.035708189	-0.230161622		Well_2
4407.8955				2.0274317265	-0.227049723		Well_2
4408.0955				2.0069255829	-0.2523067		Well_2
4408.2955				1.9451611042	-0.284589589		Well_2
4408.4955				1.8159452677	-0.331513971		Well_2
4408.6955				1.6895991564	-0.38007316		Well_2
4408.8955				1.6972925663	-0.3479864		Well_2
4409.0955				1.8304263353	-0.274342597		Well_2
4409.2955				1.9566731453	-0.232579902		Well_2
4409.4955				2.0107939243	-0.216969192		Well_2
4409.6955				1.995375514	-0.250430733		Well_2
4409.8955				1.8876725435	-0.306419253		Well_2
4410.0955				1.7475856543	-0.373898059		Well_2
4410.2955				1.6526677608	-0.398399621		Well_2
4410.4955				1.638536334	-0.390186548		Well_2
4410.6955				1.6550444365	-0.376610905		Well_2
4410.8955				1.6724526882	-0.37322855		Well_2
4411.0955				1.6775234938	-0.372711331		Well_2
4411.2955				1.6744607687	-0.368207186		Well_2
4411.4955				1.6662076712	-0.366459459		Well_2
4411.6955				1.6696749926	-0.356944948		Well_2
4411.8955				1.7444914579	-0.31004256		Well_2
4412.0955				1.8785778284	-0.238208979		Well_2
4412.2955				1.9869519472	-0.188814282		Well_2
4412.4955				2.0228819847	-0.179938912		Well_2
4412.6955				2.0412318707	-0.187065244		Well_2
4412.8955				2.0547344685	-0.197102338		Well_2
4413.0955				2.0570075512	-0.200767696		Well_2
4413.2955				2.0503098965	-0.21160616		Well_2
4413.4955				2.0463840961	-0.214281186		Well_2
4413.6955				2.0411605835	-0.223209381		Well_2
4413.8955				2.0375533104	-0.227216795		Well_2
4414.0955				2.0447211266	-0.225318059		Well_2
4414.2955				2.0545806885	-0.221500203		Well_2
4414.4955				2.048306942	-0.226601422		Well_2
4414.6955				2.0366811752	-0.231103867		Well_2
4414.8955				2.0339653492	-0.229584023		Well_2
4415.0955				2.0353300571	-0.228063837		Well_2
4415.2955				2.0287208557	-0.236732513		Well_2
4415.4955				1.9662294388	-0.276540875		Well_2
4415.6955				1.8477809429	-0.341061234		Well_2
4415.8955				1.7599639893	-0.381191552		Well_2
4416.0955				1.7301706076	-0.378329992		Well_2
4416.2955				1.7298532724	-0.369268864		Well_2
4416.4955				1.7625330687	-0.335511655		Well_2
4416.6955				1.7793730497	-0.322859883		Well_2
4416.8955				1.7602185011	-0.330924481		Well_2
4417.0955				1.8285249472	-0.295203656		Well_2
4417.2955				1.9740486145	-0.224460721		Well_2
4417.4955				2.0590004921	-0.198223248		Well_2
4417.6955				2.0624141693	-0.186393589		Well_2
4417.8955				2.052677393	-0.197856352		Well_2
4418.0955				2.0505805016	-0.210289493		Well_2
4418.2955				2.0571329594	-0.212099686		Well_2
4418.4955				2.0577216148	-0.2105802		Well_2
4418.6955				2.0565571785	-0.214427918		Well_2
4418.8955				2.0535569191	-0.222157925		Well_2
4419.0955				2.048276186	-0.227306202		Well_2
4419.2955				2.0423996449	-0.232462838		Well_2
4419.4955				2.0437772274	-0.230888605		Well_2
4419.6955				2.0529530048	-0.225450918		Well_2
4419.8955				2.0619459152	-0.218681693		Well_2
4420.0955				2.0682263374	-0.216165677		Well_2
4420.2955				2.0672092438	-0.222179726		Well_2
4420.4955				2.0657248497	-0.220640153		Well_2
4420.6955				2.0585551262	-0.224032193		Well_2
4420.8955				2.0567989349	-0.224546194		Well_2
4421.0955				2.0613031387	-0.221897036		Well_2
4421.2955				2.0721132755	-0.210168496		Well_2
4421.4955				2.0719804764	-0.211632609		Well_2
4421.6955				2.0599250793	-0.219210982		Well_2
4421.8955				2.0494813919	-0.224415883		Well_2
4422.0955				2.0503976345	-0.222530603		Well_2
4422.2955				2.0542817116	-0.224551395		Well_2
4422.4955				2.0526008606	-0.229873851		Well_2
4422.6955				2.0464246273	-0.229010701		Well_2
4422.8955				2.0515048504	-0.222230479		Well_2
4423.0955				2.0645127296	-0.215068042		Well_2
4423.2955				2.0762937069	-0.212264404		Well_2
4423.4955				2.0852298737	-0.208065331		Well_2
4423.6955				2.1022384167	-0.201120898		Well_2
4423.8955				2.101228714	-0.204454005		Well_2
4424.0955				2.0777413845	-0.218889728		Well_2
4424.2955				2.0589342117	-0.228211626		Well_2
4424.4955				2.0609698296	-0.221708804		Well_2
4424.6955				2.0618994236	-0.21676594		Well_2
4424.8955				2.0506598949	-0.223491281		Well_2
4425.0955				2.0404253006	-0.231519014		Well_2
4425.2955				2.045153141	-0.228739619		Well_2
4425.4955				2.0513055325	-0.223104268		Well_2
4425.6955				2.0472157001	-0.223735452		Well_2
4425.8955				2.0294866562	-0.230426863		Well_2
4426.0955				1.9552664757	-0.277815759		Well_2
4426.2955				1.8675487041	-0.318816632		Well_2
4426.4955				1.8680710793	-0.316295713		Well_2
4426.6955				1.8603637218	-0.31730026		Well_2
4426.8955				1.7796628475	-0.353665471		Well_2
4427.0955				1.7452876568	-0.358399451		Well_2
4427.2955				1.8217508793	-0.308547705		Well_2
4427.4955				1.9369236231	-0.247430176		Well_2
4427.6955				1.9877417088	-0.220380202		Well_2
4427.8955				1.925342083	-0.255947143		Well_2
4428.0955				1.8017780781	-0.326239735		Well_2
4428.2955				1.7039445639	-0.386481911		Well_2
4428.4955				1.6757872105	-0.405491918		Well_2
4428.6955				1.6875579357	-0.401370645		Well_2
4428.8955				1.7474805117	-0.355250895		Well_2
4429.0955				1.8587239981	-0.280350566		Well_2
4429.2955				1.9560110569	-0.219614521		Well_2
4429.4955				2.0152750015	-0.187126577		Well_2
4429.6955				2.0459296703	-0.179146528		Well_2
4429.8955				2.0606791973	-0.194175407		Well_2
4430.0955				2.0615296364	-0.206920519		Well_2
4430.2955				2.0486843586	-0.221790612		Well_2
4430.4955				2.0391390324	-0.230869144		Well_2
4430.6955				2.0378491879	-0.232873231		Well_2
4430.8955				2.0405631065	-0.23157762		Well_2
4431.0955				2.0530433655	-0.222917512		Well_2
4431.2955				2.0650465488	-0.21642746		Well_2
4431.4955				2.0679597855	-0.215773374		Well_2
4431.6955				2.0684864521	-0.213343099		Well_2
4431.8955				2.0655624866	-0.212946355		Well_2
4432.0955				2.0602374077	-0.218915999		Well_2
4432.2955				2.0702469349	-0.212787673		Well_2
4432.4955				2.0778009892	-0.20837678		Well_2
4432.6955				2.0714292526	-0.214836866		Well_2
4432.8955				2.0591049194	-0.215911686		Well_2
4433.0955				2.0510065556	-0.216890574		Well_2
4433.2955				2.0461649895	-0.220165104		Well_2
4433.4955				2.0441911221	-0.224772766		Well_2
4433.6955				2.041564703	-0.226646349		Well_2
4433.8955				2.0391149521	-0.229438856		Well_2
4434.0955				2.0486521721	-0.226116315		Well_2
4434.2955				2.0724995136	-0.215336189		Well_2
4434.4955				2.0888109207	-0.206254914		Well_2
4434.6955				2.0878562927	-0.206508636		Well_2
4434.8955				2.0807416439	-0.20814313		Well_2
4435.0955				2.07549119	-0.209050715		Well_2
4435.2955				2.0734200478	-0.209668145		Well_2
4435.4955				2.0743494034	-0.211846083		Well_2
4435.6955				2.0770676136	-0.212139726		Well_2
4435.8955				2.0852956772	-0.2093575		Well_2
4436.0955				2.0884993076	-0.208711192		Well_2
4436.2955				2.0795125961	-0.211979061		Well_2
4436.4955				2.0709285736	-0.21290116		Well_2
4436.6955				2.0727906227	-0.211691156		Well_2
4436.8955				2.076416254	-0.210248232		Well_2
4437.0955				2.0751605034	-0.211394265		Well_2
4437.2955				2.0769648552	-0.211022824		Well_2
4437.4955				2.0851943493	-0.209180117		Well_2
4437.6955				2.0834209919	-0.209343135		Well_2
4437.8955				2.0667834282	-0.216261968		Well_2
4438.0955				2.0618405342	-0.219024345		Well_2
4438.2955				2.0615108013	-0.220594555		Well_2
4438.4955				2.0636765957	-0.222434387		Well_2
4438.6955				2.0523760319	-0.227080584		Well_2
4438.8955				2.0516991615	-0.225515947		Well_2
4439.0955				2.0727646351	-0.214974776		Well_2
4439.2955				2.0914707184	-0.208525866		Well_2
4439.4955				2.0813446045	-0.210901171		Well_2
4439.6955				2.0535306931	-0.224536315		Well_2
4439.8955				2.0349442959	-0.23464708		Well_2
4440.0955				2.0343215466	-0.23158896		Well_2
4440.2955				2.0408267975	-0.227433994		Well_2
4440.4955				2.0457139015	-0.224591941		Well_2
4440.6955				2.0438201427	-0.228483453		Well_2
4440.8955				2.0405831337	-0.230496585		Well_2
4441.0955				2.0402076244	-0.230067581		Well_2
4441.2955				2.0498738289	-0.224946812		Well_2
4441.4955				2.0608003139	-0.217682868		Well_2
4441.6955				2.0668392181	-0.215631485		Well_2
4441.8955				2.0689325333	-0.214736611		Well_2
4442.0955				2.0681319237	-0.214559764		Well_2
4442.2955				2.0653271675	-0.214130893		Well_2
4442.4955				2.0685317516	-0.211921006		Well_2
4442.6955				2.0731267929	-0.214157864		Well_2
4442.8955				2.0715699196	-0.217171967		Well_2
4443.0955				2.0723137856	-0.215809181		Well_2
4443.2955				2.075848341	-0.214283496		Well_2
4443.4955				2.0719268322	-0.219725668		Well_2
4443.6955				2.0649828911	-0.221562788		Well_2
4443.8955				2.0607452393	-0.216248244		Well_2
4444.0955				2.0574319363	-0.216682389		Well_2
4444.2955				2.0557374954	-0.219674125		Well_2
4444.4955				2.0621469021	-0.21791257		Well_2
4444.6955				2.0714876652	-0.21186547		Well_2
4444.8955				2.0833382607	-0.20672828		Well_2
4445.0955				2.0910506248	-0.204046384		Well_2
4445.2955				2.0903744698	-0.204312414		Well_2
4445.4955				2.0863969326	-0.204336703		Well_2
4445.6955				2.0782034397	-0.20727925		Well_2
4445.8955				2.0699751377	-0.21175684		Well_2
4446.0955				2.0587806702	-0.22059378		Well_2
4446.2955				2.0452945232	-0.228822321		Well_2
4446.4955				2.0417056084	-0.227297127		Well_2
4446.6955				2.0507063866	-0.221008986		Well_2
4446.8955				2.0540008545	-0.220766246		Well_2
4447.0955				2.0492916107	-0.223657846		Well_2
4447.2955				2.0532870293	-0.224002317		Well_2
4447.4955				2.0587031841	-0.224585012		Well_2
4447.6955				2.061383009	-0.225161687		Well_2
4447.8955				2.063498497	-0.223181933		Well_2
4448.0955				2.062343359	-0.226541057		Well_2
4448.2955				2.0590291023	-0.223865837		Well_2
4448.4955				2.066879034	-0.213693991		Well_2
4448.6955				2.0855474472	-0.200738162		Well_2
4448.8955				2.0857610703	-0.199363053		Well_2
4449.0955				2.062463522	-0.211643383		Well_2
4449.2955				2.0476925373	-0.219313636		Well_2
4449.4955				2.0484378338	-0.220161781		Well_2
4449.6955				2.0105440617	-0.244507372		Well_2
4449.8955				1.8944952488	-0.317352146		Well_2
4450.0955				1.7543908358	-0.396796942		Well_2
4450.2955				1.6915588379	-0.414890021		Well_2
4450.4955				1.7012878656	-0.387491167		Well_2
4450.6955				1.7741583586	-0.317785174		Well_2
4450.8955				1.8851151466	-0.2545169		Well_2
4451.0955				1.9144057035	-0.260142922		Well_2
4451.2955				1.849417448	-0.306011677		Well_2
4451.4955				1.8354671001	-0.312520236		Well_2
4451.6955				1.9174489975	-0.258304447		Well_2
4451.8955				1.9854171276	-0.223221496		Well_2
4452.0955				1.93037498	-0.272064328		Well_2
4452.2955				1.8328160048	-0.328033119		Well_2
4452.4955				1.7495453358	-0.324032992		Well_2
4452.6955				1.7080205679	-0.334776402		Well_2
4452.8955				1.6958004236	-0.328197539		Well_2
4453.0955				1.6989558935	-0.315594345		Well_2
4453.2955				1.7056087255	-0.308272332		Well_2
4453.4955				1.7182867527	-0.301690131		Well_2
4453.6955				1.7102780342	-0.306994736		Well_2
4453.8955				1.6781102419	-0.323841929		Well_2
4454.0955				1.6700693369	-0.327510953		Well_2
4454.2955				1.6808433533	-0.316928357		Well_2
4454.4955				1.6781641245	-0.31682542		Well_2
4454.6955				1.6578739882	-0.325211614		Well_2
4454.8955				1.6672005653	-0.313349843		Well_2
4455.0955				1.6937358379	-0.301266819		Well_2
4455.2955				1.6932728291	-0.305265576		Well_2
4455.4955				1.6778925657	-0.312918782		Well_2
4455.6955				1.7265605927	-0.280122727		Well_2
4455.8955				1.7858034372	-0.260238707		Well_2
4456.0955				1.7796096802	-0.277260154		Well_2
4456.2955				1.7480201721	-0.297458142		Well_2
4456.4955				1.7791264057	-0.278677136		Well_2
4456.6955				1.8444937468	-0.241724759		Well_2
4456.8955				1.9016816616	-0.21532771		Well_2
4457.0955				1.9153476954	-0.222950056		Well_2
4457.2955				1.8530323505	-0.275865972		Well_2
4457.4955				1.7761305571	-0.321999431		Well_2
4457.6955				1.7221363783	-0.344366193		Well_2
4457.8955				1.7040547132	-0.341769785		Well_2
4458.0955				1.6913510561	-0.329963386		Well_2
4458.2955				1.6657742262	-0.338026226		Well_2
4458.4955				1.7084020376	-0.320014358		Well_2
4458.6955				1.8488919735	-0.248112887		Well_2
4458.8955				1.9981777668	-0.176768169		Well_2
4459.0955				2.0567824841	-0.17987892		Well_2
4459.2955				2.0522172451	-0.207659423		Well_2
4459.4955				2.0509033203	-0.2164675		Well_2
4459.6955				2.0492465496	-0.224761605		Well_2
4459.8955				2.0455408096	-0.228121892		Well_2
4460.0955				2.0445621014	-0.227789894		Well_2
4460.2955				2.050858736	-0.225158289		Well_2
4460.4955				2.0523912907	-0.225312874		Well_2
4460.6955				2.0501611233	-0.227042556		Well_2
4460.8955				2.0509455204	-0.225880489		Well_2
4461.0955				2.0590481758	-0.220894888		Well_2
4461.2955				2.0596075058	-0.222551629		Well_2
4461.4955				2.0700581074	-0.214846015		Well_2
4461.6955				2.2105135918	-0.130719513		Well_2
4461.8955				2.3648729324	-0.041866612		Well_2
4462.0955				2.3281095028	-0.064068414		Well_2
4462.2955				2.1509466171	-0.145863175		Well_2
4462.4955				2.0642907619	-0.181061372		Well_2
4462.6955				2.0430266857	-0.19904837		Well_2
4462.8955				2.0356090069	-0.227560282		Well_2
4463.0955				2.0357809067	-0.233585134		Well_2
4463.2955				2.0389068127	-0.232445106		Well_2
4463.4955				2.0504555702	-0.224400967		Well_2
4463.6955				2.0646071434	-0.221043989		Well_2
4463.8955				2.0656886101	-0.221064895		Well_2
4464.0955				2.0590879917	-0.221433297		Well_2
4464.2955				2.0594110489	-0.222854942		Well_2
4464.4955				2.0589330196	-0.223489806		Well_2
4464.6955				2.0520842075	-0.226765007		Well_2
4464.8955				2.0470137596	-0.229083985		Well_2
4465.0955				2.0453364849	-0.242495358		Well_2
4465.2955				2.0440089703	-0.231108949		Well_2
4465.4955				2.0407755375	-0.216771394		Well_2
4465.6955				2.0409052372	-0.226785809		Well_2
4465.8955				2.0475258827	-0.222721994		Well_2
4466.0955				2.0516836643	-0.220733345		Well_2
4466.2955				2.0469992161	-0.220579892		Well_2
4466.4955				2.0461146832	-0.229980543		Well_2
4466.6955				2.0434772968	-0.232794225		Well_2
4466.8955				2.0333104134	-0.233553648		Well_2
4467.0955				2.0311703682	-0.236228526		Well_2
4467.2955				2.0392119884	-0.23621355		Well_2
4467.4955				2.0458498001	-0.234013692		Well_2
4467.6955				2.0481221676	-0.229354575		Well_2
4467.8955				2.0503191948	-0.228698313		Well_2
4468.0955				2.0620737076	-0.223692864		Well_2
4468.2955				2.0721058846	-0.221832141		Well_2
4468.4955				2.0678458214	-0.223240077		Well_2
4468.6955				2.0021348	-0.259164035		Well_2
4468.8955				1.8648769855	-0.335932702		Well_2
4469.0955				1.7345025539	-0.403453052		Well_2
4469.2955				1.7196805477	-0.401139647		Well_2
4469.4955				1.8647302389	-0.317118645		Well_2
4469.6955				2.123664856	-0.172487587		Well_2
4469.8955				2.3383517265	-0.07379704		Well_2
4470.0955				2.2964997292	-0.103631802		Well_2
4470.2955				2.1460361481	-0.188494027		Well_2
4470.4955				2.057949543	-0.220247626		Well_2
4470.6955				1.9941616058	-0.245880947		Well_2
4470.8955				1.8659719229	-0.309177458		Well_2
4471.0955				1.7240345478	-0.376351923		Well_2
4471.2955				1.6653674841	-0.389734715		Well_2
4471.4955				1.6829108	-0.369898111		Well_2
4471.6955				1.7137311697	-0.351260781		Well_2
4471.8955				1.706897974	-0.358857483		Well_2
4472.0955				1.6629948616	-0.383903176		Well_2
4472.2955				1.6214479208	-0.402111948		Well_2
4472.4955				1.6078749895	-0.401099026		Well_2
4472.6955				1.6106308699	-0.393711805		Well_2
4472.8955				1.6108379364	-0.392611474		Well_2
4473.0955				1.6078529358	-0.392768383		Well_2
4473.2955				1.6119635105	-0.386879146		Well_2
4473.4955				1.6186475754	-0.394568324		Well_2
4473.6955				1.6250995398	-0.412563831		Well_2
4473.8955				1.6308865547	-0.403841287		Well_2
4474.0955				1.6335179806	-0.381974936		Well_2
4474.2955				1.6324739456	-0.356979042		Well_2
4474.4955				1.630241394	-0.352354348		Well_2
4474.6955				1.6298809052	-0.361076981		Well_2
4474.8955				1.6295663118	-0.37478435		Well_2
4475.0955				1.631059289	-0.38126874		Well_2
4475.2955				1.6332000494	-0.379766881		Well_2
4475.4955				1.6375029087	-0.375525951		Well_2
4475.6955				1.6548702717	-0.369060308		Well_2
4475.8955				1.6720125675	-0.363654494		Well_2
4476.0955				1.6786053181	-0.362180948		Well_2
4476.2955				1.6820780039	-0.363082319		Well_2
4476.4955				1.6865320206	-0.362041622		Well_2
4476.6955				1.6828172207	-0.361224592		Well_2
4476.8955				1.6884287596	-0.356170684		Well_2
4477.0955				1.781547308	-0.308126062		Well_2
4477.2955				1.937984705	-0.227694973		Well_2
4477.4955				2.0461976528	-0.189137772		Well_2
4477.6955				2.0521166325	-0.20822075		Well_2
4477.8955				2.0368597507	-0.224253103		Well_2
4478.0955				2.0427360535	-0.226015523		Well_2
4478.2955				2.0518190861	-0.226938367		Well_2
4478.4955				2.0305020809	-0.235751584		Well_2
4478.6955				1.9623442888	-0.27237314		Well_2
4478.8955				1.9097505808	-0.294460803		Well_2
4479.0955				1.9375734329	-0.273258477		Well_2
4479.2955				1.9223737717	-0.284774989		Well_2
4479.4955				1.8598154783	-0.318271369		Well_2
4479.6955				1.9079693556	-0.288852006		Well_2
4479.8955				2.0107908249	-0.226081744		Well_2
4480.0955				2.0662198067	-0.201446533		Well_2
4480.2955				2.0577094555	-0.210235089		Well_2
4480.4955				2.0400984287	-0.219390184		Well_2
4480.6955				2.0305657387	-0.223943606		Well_2
4480.8955				2.0322999954	-0.225625932		Well_2
4481.0955				2.0362560749	-0.225439429		Well_2
4481.2955				2.0375216007	-0.231325343		Well_2
4481.4955				1.9923946857	-0.253521621		Well_2
4481.6955				1.9000740051	-0.297748506		Well_2
4481.8955				1.8625818491	-0.313035846		Well_2
4482.0955				1.9071975946	-0.288810283		Well_2
4482.2955				1.947625041	-0.266283095		Well_2
4482.4955				1.9521793127	-0.264717698		Well_2
4482.6955				1.9696696997	-0.250602365		Well_2
4482.8955				2.0318522453	-0.217955455		Well_2
4483.0955				2.0759651661	-0.204124868		Well_2
4483.2955				2.0682718754	-0.216254696		Well_2
4483.4955				2.050686121	-0.222839192		Well_2
4483.6955				2.045494318	-0.224925116		Well_2
4483.8955				2.0442452431	-0.226795241		Well_2
4484.0955				2.0413191319	-0.229450464		Well_2
4484.2955				2.0342860222	-0.232533023		Well_2
4484.4955				1.9939132929	-0.251251996		Well_2
4484.6955				1.9446443319	-0.266662538		Well_2
4484.8955				1.9392000437	-0.265207529		Well_2
4485.0955				1.8952431679	-0.291630745		Well_2
4485.2955				1.7593311071	-0.362099379		Well_2
4485.4955				1.6530109644	-0.406180024		Well_2
4485.6955				1.6341387033	-0.396352082		Well_2
4485.8955				1.6526181698	-0.381342888		Well_2
4486.0955				1.6659498215	-0.380111992		Well_2
4486.2955				1.6698883772	-0.383189589		Well_2
4486.4955				1.685644269	-0.374634206		Well_2
4486.6955				1.7851500511	-0.332419544		Well_2
4486.8955				1.9455682039	-0.259954333		Well_2
4487.0955				2.0366039276	-0.234472632		Well_2
4487.2955				1.9580161572	-0.284361452		Well_2
4487.4955				1.8115890026	-0.35605377		Well_2
4487.6955				1.7160866261	-0.37343049		Well_2
4487.8955				1.7278261185	-0.355744332		Well_2
4488.0955				1.8043262959	-0.313837111		Well_2
4488.2955				1.8709696531	-0.288570672		Well_2
4488.4955				1.8754320145	-0.302088648		Well_2
4488.6955				1.8240714073	-0.339807093		Well_2
4488.8955				1.7825651169	-0.359316826		Well_2
4489.0955				1.7799562216	-0.356288135		Well_2
4489.2955				1.7887865305	-0.347920239		Well_2
4489.4955				1.7886356115	-0.347057641		Well_2
4489.6955				1.7897493839	-0.352296233		Well_2
4489.8955				1.8106068373	-0.341197133		Well_2
4490.0955				1.8475273848	-0.323488742		Well_2
4490.2955				1.8811377287	-0.316569358		Well_2
4490.4955				1.9011714458	-0.313944727		Well_2
4490.6955				1.9352090359	-0.290796369		Well_2
4490.8955				1.982483983	-0.254036367		Well_2
4491.0955				2.0082480907	-0.238286033		Well_2
4491.2955				2.0089700222	-0.235011771		Well_2
4491.4955				2.0059874058	-0.239556789		Well_2
4491.6955				2.0133094788	-0.242214963		Well_2
4491.8955				2.0313441753	-0.226729006		Well_2
4492.0955				2.0525531769	-0.213339433		Well_2
4492.2955				2.0593767166	-0.212237865		Well_2
4492.4955				2.0469789505	-0.2249064		Well_2
4492.6955				2.0157198906	-0.243921861		Well_2
4492.8955				1.9731731415	-0.269877106		Well_2
4493.0955				1.8897203207	-0.317418396		Well_2
4493.2955				1.7714221478	-0.381957322		Well_2
4493.4955				1.7244803905	-0.386796355		Well_2
4493.6955				1.8272535801	-0.319680303		Well_2
4493.8955				1.9737991095	-0.237315819		Well_2
4494.0955				2.0465862751	-0.198676482		Well_2
4494.2955				2.0541043282	-0.196815476		Well_2
4494.4955				2.049012661	-0.204626918		Well_2
4494.6955				2.0571489334	-0.206919134		Well_2
4494.8955				2.0689094067	-0.21135582		Well_2
4495.0955				2.0746490955	-0.209511712		Well_2
4495.2955				2.0697793961	-0.210510954		Well_2
4495.4955				2.0601849556	-0.218390092		Well_2
4495.6955				2.0520026684	-0.230954379		Well_2
4495.8955				2.0513892174	-0.226395696		Well_2
4496.0955				2.0502977371	-0.2219733		Well_2
4496.2955				2.0449407101	-0.223907173		Well_2
4496.4955				2.0366563797	-0.235621855		Well_2
4496.6955				2.0350008011	-0.238358021		Well_2
4496.8955				2.0429384708	-0.235644102		Well_2
4497.0955				2.0515019894	-0.238376394		Well_2
4497.2955				2.049097538	-0.232758403		Well_2
4497.4955				2.0457389355	-0.227620944		Well_2
4497.6955				2.0505940914	-0.226149112		Well_2
4497.8955				2.0483250618	-0.228252202		Well_2
4498.0955				2.0374007225	-0.241097301		Well_2
4498.2955				2.0355601311	-0.232401177		Well_2
4498.4955				2.0454273224	-0.221181616		Well_2
4498.6955				2.0514976978	-0.222693101		Well_2
4498.8955				2.0541908741	-0.219409958		Well_2
4499.0955				2.0569121838	-0.217449382		Well_2
4499.2955				2.0497963428	-0.223344788		Well_2
4499.4955				2.0427191257	-0.229178667		Well_2
4499.6955				2.0473902225	-0.230619475		Well_2
4499.8955				2.051019907	-0.228172466		Well_2
4500.0955				2.061971426	-0.216616839		Well_2
