MD	PHIE	GR	RHOB	DTCO	PHI_ALT	DTS	WELL
5044.3936				0.0		123.96700287	Well_4
5044.5936				0.0		124.20020294	Well_4
5044.7936				0.0		124.207901	Well_4
5044.9936				0.0		124.08190155	Well_4
5045.1936				0.0		123.92680359	Well_4
5045.3936				0.0		124.09400177	Well_4
5045.5936				0.0		124.48960114	Well_4
5045.7936				0.0		125.00839996	Well_4
5045.9936				0.0		125.23239899	Well_4
5046.1936				0.0		124.69360352	Well_4
5046.3936				0.0		123.46700287	Well_4
5046.5936				0.0		122.88870239	Well_4
5046.7936				0.0		123.74040222	Well_4
5046.9936				0.0		124.47129822	Well_4
5047.1936				0.0		126.46450043	Well_4
5047.3936				0.0		126.94750214	Well_4
5047.5936				0.0		125.43340302	Well_4
5047.7936				0.0		124.10970306	Well_4
5047.9936				0.0		123.8946991	Well_4
5048.1936				0.0		123.94090271	Well_4
5048.3936				0.0		123.86840057	Well_4
5048.5936				0.0		124.01300049	Well_4
5048.7936				0.0		124.0931015	Well_4
5048.9936				0.0		124.15440369	Well_4
5049.1936				0.0		124.34140015	Well_4
5049.3936				0.0		124.72190094	Well_4
5049.5936				0.0		125.01730347	Well_4
5049.7936				0.0		125.01879883	Well_4
5049.9936				0.0		124.42500305	Well_4
5050.1936				0.0		124.35769653	Well_4
5050.3936				0.0		125.53839874	Well_4
5050.5936				0.0		126.86710358	Well_4
5050.7936				0.0		126.23840332	Well_4
5050.9936				0.0		124.75479889	Well_4
5051.1936				0.0		124.86340332	Well_4
5051.3936				0.0		126.38700104	Well_4
5051.5936				0.0		126.00800323	Well_4
5051.7936				0.0		124.41809845	Well_4
5051.9936				0.0		123.9233017	Well_4
5052.1936				0.0		124.00910187	Well_4
5052.3936				0.0		123.95909882	Well_4
5052.5936				0.0		124.00650024	Well_4
5052.7936				0.0		124.18579865	Well_4
5052.9936				0.0		124.29689789	Well_4
5053.1936				0.0		124.15000153	Well_4
5053.3936				0.0		123.98169708	Well_4
5053.5936				0.0		124.13069916	Well_4
5053.7936				0.0		125.18630219	Well_4
5053.9936				0.0		126.42700195	Well_4
5054.1936				0.0		125.49829865	Well_4
5054.3936				0.0		124.561203	Well_4
5054.5936				0.0		123.94889832	Well_4
5054.7936				0.0		124.3463974	Well_4
5054.9936				0.0		124.88939667	Well_4
5055.1936				0.0		124.33730316	Well_4
5055.3936				0.0		124.02429962	Well_4
5055.5936				0.0		124.02839661	Well_4
5055.7936				0.0		124.48149872	Well_4
5055.9936				0.0		124.99659729	Well_4
5056.1936				0.0		124.87989807	Well_4
5056.3936				0.0		124.29779816	Well_4
5056.5936				0.0		124.23310089	Well_4
5056.7936				0.0		124.50969696	Well_4
5056.9936				0.0		125.25720215	Well_4
5057.1936				0.0		125.11289978	Well_4
5057.3936				0.0		124.58470154	Well_4
5057.5936				0.0		124.39610291	Well_4
5057.7936				0.0		124.2338028	Well_4
5057.9936				0.0		124.27870178	Well_4
5058.1936				0.0		124.20549774	Well_4
5058.3936				0.0		124.18080139	Well_4
5058.5936				0.0		124.09750366	Well_4
5058.7936				0.0		124.31880188	Well_4
5058.9936				0.0		124.78109741	Well_4
5059.1936				0.0		125.7016983	Well_4
5059.3936				0.0		126.09220123	Well_4
5059.5936				0.0		125.70079803	Well_4
5059.7936				0.0		124.8234024	Well_4
5059.9936				0.0		124.7609024	Well_4
5060.1936				0.0		125.0345993	Well_4
5060.3936				0.0		124.5223999	Well_4
5060.5936				0.0		124.09439087	Well_4
5060.7936				0.0		123.89150238	Well_4
5060.9936				0.0		123.83029938	Well_4
5061.1936				0.0		123.62180328	Well_4
5061.3936				0.0		123.4036026	Well_4
5061.5936				0.0		123.92780304	Well_4
5061.7936				0.0		126.01439667	Well_4
5061.9936				0.0		126.80570221	Well_4
5062.1936				0.0		125.60420227	Well_4
5062.3936				0.0		124.35720062	Well_4
5062.5936				0.0		124.68370056	Well_4
5062.7936				0.0		125.44400024	Well_4
5062.9936				0.0		125.81780243	Well_4
5063.1936				0.0		125.46980286	Well_4
5063.3936				0.0		126.2696991	Well_4
5063.5936				0.0		126.23259735	Well_4
5063.7936				0.0		125.3062973	Well_4
5063.9936				0.0		124.43289948	Well_4
5064.1936				0.0		124.13559723	Well_4
5064.3936				0.0		124.20339966	Well_4
5064.5936				0.0		124.82569885	Well_4
5064.7936				0.0		125.57830048	Well_4
5064.9936				0.0		125.34190369	Well_4
5065.1936				0.0		124.95469666	Well_4
5065.3936				0.0		125.60630035	Well_4
5065.5936				0.0		126.60299683	Well_4
5065.7936				0.0		126.64759827	Well_4
5065.9936				0.0		125.99030304	Well_4
5066.1936				0.0		125.00180054	Well_4
5066.3936				0.0		124.44709778	Well_4
5066.5936				0.0		124.29070282	Well_4
5066.7936				0.0		124.13030243	Well_4
5066.9936				0.0		124.62490082	Well_4
5067.1936				0.0		125.58699799	Well_4
5067.3936				0.0		125.4394989	Well_4
5067.5936				0.0		124.41809845	Well_4
5067.7936				0.0		124.25710297	Well_4
5067.9936				0.0		125.56819916	Well_4
5068.1936				0.0		127.32219696	Well_4
5068.3936				0.0		126.52519989	Well_4
5068.5936				0.0		124.64209747	Well_4
5068.7936				0.0		124.25080109	Well_4
5068.9936				0.0		124.19180298	Well_4
5069.1936				0.0		124.21620178	Well_4
5069.3936				0.0		124.70300293	Well_4
5069.5936				0.0		125.62779999	Well_4
5069.7936				0.0		125.36750031	Well_4
5069.9936				0.0		124.959198	Well_4
5070.1936				0.0		124.43109894	Well_4
5070.3936				0.0		124.09329987	Well_4
5070.5936				0.0		124.37229919	Well_4
5070.7936				0.0		124.96759796	Well_4
5070.9936				0.0		125.88610077	Well_4
5071.1936				0.0		126.54380035	Well_4
5071.3936				0.0		126.54460144	Well_4
5071.5936				0.0		126.02410126	Well_4
5071.7936				0.0		125.31659698	Well_4
5071.9936				0.0		124.94219971	Well_4
5072.1936				0.0		126.25489807	Well_4
5072.3936				0.0		127.21790314	Well_4
5072.5936				0.0		126.06009674	Well_4
5072.7936				0.0		124.40920258	Well_4
5072.9936				0.0		123.86329651	Well_4
5073.1936				0.0		123.90779877	Well_4
5073.3936				0.0		124.26270294	Well_4
5073.5936				0.0		125.27400208	Well_4
5073.7936				0.0		126.52449799	Well_4
5073.9936				0.0		125.77320099	Well_4
5074.1936				0.0		124.19909668	Well_4
5074.3936				0.0		123.33509827	Well_4
5074.5936				0.0		123.44760132	Well_4
5074.7936				0.0		123.60209656	Well_4
5074.9936				0.0		123.99230194	Well_4
5075.1936				0.0		125.15339661	Well_4
5075.3936				0.0		126.85250092	Well_4
5075.5936				0.0		128.59959412	Well_4
5075.7936				0.0		127.82879639	Well_4
5075.9936				0.0		126.8030014	Well_4
5076.1936				0.0		126.94049835	Well_4
5076.3936				0.0		127.69020081	Well_4
5076.5936				0.0		128.34910583	Well_4
5076.7936				0.0		128.71690369	Well_4
5076.9936				0.0		129.09440613	Well_4
5077.1936				0.0		129.33389282	Well_4
5077.3936				0.0		129.05409241	Well_4
5077.5936				0.0		126.72299957	Well_4
5077.7936				0.0		124.99150085	Well_4
5077.9936				0.0		124.31269836	Well_4
5078.1936				0.0		123.88500214	Well_4
5078.3936				0.0		123.79060364	Well_4
5078.5936				0.0		123.45739746	Well_4
5078.7936				0.0		122.7440033	Well_4
5078.9936				0.0		118.69509888	Well_4
5079.1936				0.0		121.29199982	Well_4
5079.3936				0.0		123.7154007	Well_4
5079.5936				0.0		123.9611969	Well_4
5079.7936				0.0		124.26679993	Well_4
5079.9936				0.0		124.9681015	Well_4
5080.1936				0.0		125.68399811	Well_4
5080.3936				0.0		125.95700073	Well_4
5080.5936				0.0		125.39409637	Well_4
5080.7936				0.0		125.07440186	Well_4
5080.9936				0.0		128.37240601	Well_4
5081.1936				0.0		131.96629333	Well_4
5081.3936				0.0		131.58630371	Well_4
5081.5936				0.0		128.93170166	Well_4
5081.7936				0.0		127.23110199	Well_4
5081.9936				0.0		127.01200104	Well_4
5082.1936				0.0		126.6427002	Well_4
5082.3936				0.0		126.80979919	Well_4
5082.5936				0.0		129.33320618	Well_4
5082.7936				0.0		131.44869995	Well_4
5082.9936				0.0		130.94439697	Well_4
5083.1936				0.0		128.23750305	Well_4
5083.3936				0.0		127.10540009	Well_4
5083.5936				0.0		128.07620239	Well_4
5083.7936				0.0		129.24859619	Well_4
5083.9936				0.0		130.01499939	Well_4
5084.1936				0.0		130.25799561	Well_4
5084.3936				0.0		129.19219971	Well_4
5084.5936				0.0		127.50900269	Well_4
5084.7936				0.0		126.57679749	Well_4
5084.9936				0.0		126.58329773	Well_4
5085.1936				0.0		127.16059875	Well_4
5085.3936				0.0		128.43699646	Well_4
5085.5936				0.0		129.3296051	Well_4
5085.7936				0.0		129.17849731	Well_4
5085.9936				0.0		130.06904602	Well_4
5086.1936				0.0		131.01280212	Well_4
5086.3936				0.0		129.81500244	Well_4
5086.5936				0.0		127.27960205	Well_4
5086.7936				0.0		125.62709808	Well_4
5086.9936				0.0		125.61589813	Well_4
5087.1936				0.0		125.65350342	Well_4
5087.3936				0.0		125.18470001	Well_4
5087.5936				0.0		124.19680023	Well_4
5087.7936				0.0		123.75430298	Well_4
5087.9936				0.0		123.78469849	Well_4
5088.1936				0.0		123.6914978	Well_4
5088.3936				0.0		123.88150024	Well_4
5088.5936				0.0		124.43769836	Well_4
5088.7936				0.0		125.04039764	Well_4
5088.9936				0.0		125.17079926	Well_4
5089.1936				0.0		125.08339691	Well_4
5089.3936				0.0		125.34349823	Well_4
5089.5936				0.0		125.66369629	Well_4
5089.7936				0.0		125.53530121	Well_4
5089.9936				0.0		124.92459869	Well_4
5090.1936				0.0		124.45580292	Well_4
5090.3936				0.0		123.91829681	Well_4
5090.5936				0.0		123.89910126	Well_4
5090.7936				0.0		123.70490265	Well_4
5090.9936				0.0		123.55249786	Well_4
5091.1936				0.0		123.61340332	Well_4
5091.3936				0.0		124.15470123	Well_4
5091.5936				0.0		126.01319885	Well_4
5091.7936				0.0		127.12850189	Well_4
5091.9936				0.0		125.95950317	Well_4
5092.1936				0.0		124.34809875	Well_4
5092.3936				0.0		124.27459717	Well_4
5092.5936				0.0		124.98770142	Well_4
5092.7936				0.0		125.65370178	Well_4
5092.9936				0.0		125.62609863	Well_4
5093.1936				0.0		127.37200165	Well_4
5093.3936				0.0		129.89370728	Well_4
5093.5936				0.0		131.55029297	Well_4
5093.7936				0.0		131.57279968	Well_4
5093.9936				0.0		132.77259827	Well_4
5094.1936				0.0		134.54049683	Well_4
5094.3936				0.0		133.27609253	Well_4
5094.5936				0.0		131.56629944	Well_4
5094.7936				0.0		131.30979919	Well_4
5094.9936				0.0		131.30140686	Well_4
5095.1936				0.0		130.46569824	Well_4
5095.3936				0.0		129.97709656	Well_4
5095.5936				0.0		130.39549255	Well_4
5095.7936				0.0		131.10929871	Well_4
5095.9936				0.0		130.86950684	Well_4
5096.1936				0.0		130.68600464	Well_4
5096.3936				0.0		130.41220093	Well_4
5096.5936				0.0		130.73779297	Well_4
5096.7936				0.0		133.89790344	Well_4
5096.9936				0.0		134.29429626	Well_4
5097.1936				0.0		131.61779785	Well_4
5097.3936				0.0		129.40249634	Well_4
5097.5936				0.0		129.13340759	Well_4
5097.7936				0.0		129.9828949	Well_4
5097.9936				0.0		129.66419983	Well_4
5098.1936				0.0		128.54370117	Well_4
5098.3936				0.0		127.98130035	Well_4
5098.5936				0.0		128.52510071	Well_4
5098.7936				0.0		129.8881073	Well_4
5098.9936				0.0		129.63209534	Well_4
5099.1936				0.0		128.29570007	Well_4
5099.3936				0.0		127.07360077	Well_4
5099.5936				0.0		126.96399689	Well_4
5099.7936				0.0		126.65609741	Well_4
5099.9936				0.0		126.27459717	Well_4
5100.1936				0.0		125.7141037	Well_4
5100.3936				0.0		125.5042038	Well_4
5100.5936				0.0		125.73500061	Well_4
5100.7936				0.0		125.93119812	Well_4
5100.9936				0.0		127.03859711	Well_4
5101.1936				0.0		127.49680328	Well_4
5101.3936				0.0		127.18520355	Well_4
5101.5936				0.0		126.7303009	Well_4
5101.7936				0.0		125.67009735	Well_4
5101.9936				0.0		125.27870178	Well_4
5102.1936				0.0		124.39099884	Well_4
5102.3936				0.0		124.80979919	Well_4
5102.5936				0.0		125.18450165	Well_4
5102.7936				0.0		124.99199677	Well_4
5102.9936				0.0		125.12159729	Well_4
5103.1936				0.0		125.4571991	Well_4
5103.3936				0.0		126.05280304	Well_4
5103.5936				0.0		126.78019714	Well_4
5103.7936				0.0		127.23480225	Well_4
5103.9936				0.0		127.49829865	Well_4
5104.1936				0.0		127.53079987	Well_4
5104.3936				0.0		127.6875	Well_4
5104.5936				0.0		127.79540253	Well_4
5104.7936				0.0		127.77919769	Well_4
5104.9936				0.0		127.30439758	Well_4
5105.1936				0.0		128.09109497	Well_4
5105.3936				0.0		127.98100281	Well_4
5105.5936				0.0		127.4178009	Well_4
5105.7936				0.0		127.34359741	Well_4
5105.9936				0.0		127.27940369	Well_4
5106.1936				0.0		127.61599731	Well_4
5106.3936				0.0		127.15570068	Well_4
5106.5936				0.0		127.14320374	Well_4
5106.7936				0.0		128.00369263	Well_4
5106.9936				0.0		128.97860718	Well_4
5107.1936				0.0		128.36149597	Well_4
5107.3936				0.0		127.36270142	Well_4
5107.5936				0.0		127.16919708	Well_4
5107.7936				0.0		127.44309998	Well_4
5107.9936				0.0		127.51959991	Well_4
5108.1936				0.0		127.12290192	Well_4
5108.3936				0.0		126.7059021	Well_4
5108.5936				0.0		126.35620117	Well_4
5108.7936				0.0		126.36180115	Well_4
5108.9936				0.0		126.5585022	Well_4
5109.1936				0.0		126.41020203	Well_4
5109.3936				0.0		126.31829834	Well_4
5109.5936				0.0		126.48999786	Well_4
5109.7936				0.0		126.6269989	Well_4
5109.9936				0.0		126.67539978	Well_4
5110.1936				0.0		126.97910309	Well_4
5110.3936				0.0		127.20449829	Well_4
5110.5936				0.0		127.96089935	Well_4
5110.7936				0.0		127.55290222	Well_4
5110.9936				0.0		127.19989777	Well_4
5111.1936				0.0		126.86730194	Well_4
5111.3936				0.0		126.64901733	Well_4
5111.5936				0.0		126.24839783	Well_4
5111.7936				0.0		126.29190063	Well_4
5111.9936				0.0		126.48770142	Well_4
5112.1936				0.0		126.26580048	Well_4
5112.3936				0.0		125.63240051	Well_4
5112.5936				0.0		125.45909882	Well_4
5112.7936				0.0		125.82319641	Well_4
5112.9936				0.0		125.86239624	Well_4
5113.1936				0.0		126.54149628	Well_4
5113.3936				0.0		127.2641983	Well_4
5113.5936				0.0		127.78079987	Well_4
5113.7936				0.0		128.00979614	Well_4
5113.9936				0.0		128.46080017	Well_4
5114.1936				0.0		129.44250488	Well_4
5114.3936				0.0		129.80940247	Well_4
5114.5936				0.0		129.24259949	Well_4
5114.7936				0.0		127.56729889	Well_4
5114.9936				0.0		126.14230347	Well_4
5115.1936				0.0		126.33409882	Well_4
5115.3936				0.0		127.33380127	Well_4
5115.5936				0.0		128.58590698	Well_4
5115.7936				0.0		128.77409363	Well_4
5115.9936				0.0		128.80270386	Well_4
5116.1936				0.0		128.01210022	Well_4
5116.3936				0.0		127.3812027	Well_4
5116.5936				0.0		127.46559906	Well_4
5116.7936				0.0		128.08520508	Well_4
5116.9936				0.0		128.44369507	Well_4
5117.1936				0.0		128.2019043	Well_4
5117.3936				0.0		127.41739655	Well_4
5117.5936				0.0		127.20310211	Well_4
5117.7936				0.0		127.2098999	Well_4
5117.9936				0.0		127.47799683	Well_4
5118.1936				0.0		127.43840027	Well_4
5118.3936				0.0		126.64920044	Well_4
5118.5936				0.0		125.73090363	Well_4
5118.7936				0.0		126.50610352	Well_4
5118.9936				0.0		127.03330231	Well_4
5119.1936				0.0		127.07620239	Well_4
5119.3936				0.0		126.20349884	Well_4
5119.5936				0.0		125.56790161	Well_4
5119.7936				0.0		125.28299713	Well_4
5119.9936				0.0		125.54879761	Well_4
5120.1936				0.0		125.76470184	Well_4
5120.3936				0.0		125.90100098	Well_4
5120.5936				0.0		125.69229889	Well_4
5120.7936				0.0		125.167099	Well_4
5120.9936				0.0		125.02020264	Well_4
5121.1936				0.0		125.27089691	Well_4
5121.3936				0.0		126.06009674	Well_4
5121.5936				0.0		126.92949677	Well_4
5121.7936				0.0		127.53549957	Well_4
5121.9936				0.0		127.5911026	Well_4
5122.1936				0.0		127.03900146	Well_4
5122.3936				0.0		126.79750061	Well_4
5122.5936				0.0		126.8615036	Well_4
5122.7936				0.0		127.38069916	Well_4
5122.9936				0.0		128.24650574	Well_4
5123.1936				0.0		128.55540466	Well_4
5123.3936				0.0		127.35070038	Well_4
5123.5936				0.0		127.23059845	Well_4
5123.7936				0.0		129.22489929	Well_4
5123.9936				0.0		132.36010742	Well_4
5124.1936				0.0		133.28160095	Well_4
5124.3936				0.0		131.2026062	Well_4
5124.5936				0.0		127.84149933	Well_4
5124.7936				0.0		125.74790192	Well_4
5124.9936				0.0		125.16960144	Well_4
5125.1936				0.0		125.57499695	Well_4
5125.3936				0.0		126.18640137	Well_4
5125.5936				0.0		126.72219849	Well_4
5125.7936				0.0		128.62550354	Well_4
5125.9936				0.0		130.9855957	Well_4
5126.1936				0.0		133.58700562	Well_4
5126.3936				0.0		132.67260742	Well_4
5126.5936				0.0		130.99850464	Well_4
5126.7936				0.0		130.97709656	Well_4
5126.9936				0.0		132.40080261	Well_4
5127.1936				0.0		132.45419312	Well_4
5127.3936				0.0		132.30430603	Well_4
5127.5936				0.0		131.23590088	Well_4
5127.7936				0.0		130.28010559	Well_4
5127.9936				0.0		129.77450562	Well_4
5128.1936				0.0		130.43240356	Well_4
5128.3936				0.0		129.70680237	Well_4
5128.5936				0.0		128.69729614	Well_4
5128.7936				0.0		128.27330017	Well_4
5128.9936				0.0		128.74690247	Well_4
5129.1936				0.0		128.34280396	Well_4
5129.3936				0.0		127.4260025	Well_4
5129.5936				0.0		126.5644989	Well_4
5129.7936				0.0		125.4992981	Well_4
5129.9936				0.0		124.50630188	Well_4
5130.1936				0.0		124.06919861	Well_4
5130.3936				0.0		124.79740143	Well_4
5130.5936				0.0		126.43859863	Well_4
5130.7936				0.0		127.55090332	Well_4
5130.9936				0.0		127.70149994	Well_4
5131.1936				0.0		127.43740082	Well_4
5131.3936				0.0		127.84259796	Well_4
5131.5936				0.0		128.58329773	Well_4
5131.7936				0.0		128.3565979	Well_4
5131.9936				0.0		127.18920135	Well_4
5132.1936				0.0		126.44419861	Well_4
5132.3936				0.0		125.64920044	Well_4
5132.5936				0.0		124.92030334	Well_4
5132.7936				0.0		124.25789642	Well_4
5132.9936				0.0		123.96980286	Well_4
5133.1936				0.0		123.82389832	Well_4
5133.3936				0.0		124.20130157	Well_4
5133.5936				0.0		125.18930817	Well_4
5133.7936				0.0		126.45459747	Well_4
5133.9936				0.0		128.07170105	Well_4
5134.1936				0.0		128.2677002	Well_4
5134.3936				0.0		128.2124939	Well_4
5134.5936				0.0		127.83249664	Well_4
5134.7936				0.0		127.54599762	Well_4
5134.9936				0.0		126.01999664	Well_4
5135.1936				0.0		124.56520081	Well_4
5135.3936				0.0		125.52899933	Well_4
5135.5936				0.0		128.84249878	Well_4
5135.7936				0.0		129.45970154	Well_4
5135.9936				0.0		127.06700134	Well_4
5136.1936				0.0		126.28089905	Well_4
5136.3936				0.0		127.65460205	Well_4
5136.5936				0.0		129.24110413	Well_4
5136.7936				0.0		129.68278503	Well_4
5136.9936				0.0		130.87480164	Well_4
5137.1936				0.0		131.09620667	Well_4
5137.3936				0.0		129.81089783	Well_4
5137.5936				0.0		128.11439514	Well_4
5137.7936				0.0		126.94419861	Well_4
5137.9936				0.0		126.53579712	Well_4
5138.1936				0.0		125.72669983	Well_4
5138.3936				0.0		125.63279724	Well_4
5138.5936				0.0		126.41239929	Well_4
5138.7936				0.0		127.15039825	Well_4
5138.9936				0.0		128.05569458	Well_4
5139.1936				0.0		128.72489929	Well_4
5139.3936				0.0		128.85820007	Well_4
5139.5936				0.0		128.77070618	Well_4
5139.7936				0.0		128.43859863	Well_4
5139.9936				0.0		128.05569458	Well_4
5140.1936				0.0		127.52899933	Well_4
5140.3936				0.0		126.74500275	Well_4
5140.5936				0.0		126.11139679	Well_4
5140.7936				0.0		126.54560089	Well_4
5140.9936				0.0		127.65390015	Well_4
5141.1936				0.0		128.28959656	Well_4
5141.3936				0.0		128.06300354	Well_4
5141.5936				0.0		127.47589874	Well_4
5141.7936				0.0		127.92379761	Well_4
5141.9936				0.0		129.91540527	Well_4
5142.1936				0.0		130.97920227	Well_4
5142.3936				0.0		130.66020203	Well_4
5142.5936				0.0		130.55029297	Well_4
5142.7936				0.0		129.83349609	Well_4
5142.9936				0.0		128.00270081	Well_4
5143.1936				0.0		127.82920074	Well_4
5143.3936				0.0		134.53999329	Well_4
5143.5936				0.0		141.12120056	Well_4
5143.7936				0.0		134.77479553	Well_4
5143.9936				0.0		128.72709656	Well_4
5144.1936				0.0		126.40609741	Well_4
5144.3936				0.0		126.42459869	Well_4
5144.5936				0.0		126.41940308	Well_4
5144.7936				0.0		125.75569916	Well_4
5144.9936				0.0		124.98960114	Well_4
5145.1936				0.0		125.22489929	Well_4
5145.3936				0.0		124.86009979	Well_4
5145.5936				0.0		125.46900177	Well_4
5145.7936				0.0		127.94339752	Well_4
5145.9936				0.0		130.93840027	Well_4
5146.1936				0.0		131.90089417	Well_4
5146.3936				0.0		131.15460205	Well_4
5146.5936				0.0		130.0428009	Well_4
5146.7936				0.0		129.06820679	Well_4
5146.9936				0.0		127.69010162	Well_4
5147.1936				0.0		127.19660187	Well_4
5147.3936				0.0		127.79429626	Well_4
5147.5936				0.0		133.31889343	Well_4
5147.7936				0.0		137.36099243	Well_4
5147.9936				0.0		133.584198	Well_4
5148.1936				0.0		126.51409912	Well_4
5148.3936				0.0		124.19080353	Well_4
5148.5936				0.0		126.5714035	Well_4
5148.7936				0.0		130.76029968	Well_4
5148.9936				0.0		131.63589478	Well_4
5149.1936				0.0		129.74380493	Well_4
5149.3936				0.0		128.13389587	Well_4
5149.5936				0.0		127.84420013	Well_4
5149.7936				0.0		128.44549561	Well_4
5149.9936				0.0		131.18449402	Well_4
5150.1936				0.0		133.72540283	Well_4
5150.3936				0.0		132.12919617	Well_4
5150.5936				0.0		128.36639404	Well_4
5150.7936				0.0		126.58190155	Well_4
5150.9936				0.0		126.33080292	Well_4
5151.1936				0.0		125.66030121	Well_4
5151.3936				0.0		126.60379791	Well_4
5151.5936				0.0		127.91269684	Well_4
5151.7936				0.0		128.76139832	Well_4
5151.9936				0.0		128.75579834	Well_4
5152.1936				0.0		128.65370178	Well_4
5152.3936				0.0		128.88929749	Well_4
5152.5936				0.0		128.8927002	Well_4
5152.7936				0.0		128.83239746	Well_4
5152.9936				0.0		129.13380432	Well_4
5153.1936				0.0		129.3993988	Well_4
5153.3936				0.0		129.34230042	Well_4
5153.5936				0.0		129.13560486	Well_4
5153.7936				0.0		129.18310547	Well_4
5153.9936				0.0		127.94190216	Well_4
5154.1936				0.0		127.69390106	Well_4
5154.3936				0.0		129.43170166	Well_4
5154.5936				0.0		130.26449585	Well_4
5154.7936				0.0		129.53140259	Well_4
5154.9936				0.0		128.71209717	Well_4
5155.1936				0.0		126.50240326	Well_4
5155.3936				0.0		124.32700348	Well_4
5155.5936				0.0		128.65750122	Well_4
5155.7936				0.0		140.53799438	Well_4
5155.9936				0.0		145.31770325	Well_4
5156.1936				0.0		140.98950195	Well_4
5156.3936				0.0		134.0565033	Well_4
5156.5936				0.0		130.54440308	Well_4
5156.7936				0.0		127.96920013	Well_4
5156.9936				0.0		126.03769684	Well_4
5157.1936				0.0		126.76100159	Well_4
5157.3936				0.0		128.23629761	Well_4
5157.5936				0.0		129.63070679	Well_4
5157.7936				0.0		129.54460144	Well_4
5157.9936				0.0		129.64430237	Well_4
5158.1936				0.0		129.15719604	Well_4
5158.3936				0.0		127.89640045	Well_4
5158.5936				0.0		127.21970367	Well_4
5158.7936				0.0		127.17089844	Well_4
5158.9936				0.0		126.05034637	Well_4
5159.1936				0.0		126.79350281	Well_4
5159.3936				0.0		129.54389954	Well_4
5159.5936				0.0		132.14889526	Well_4
5159.7936				0.0		131.99130249	Well_4
5159.9936				0.0		130.75709534	Well_4
5160.1936				0.0		130.35949707	Well_4
5160.3936				0.0		129.83830261	Well_4
5160.5936				0.0		129.07910156	Well_4
5160.7936				0.0		127.42559814	Well_4
5160.9936				0.0		127.25039673	Well_4
5161.1936				0.0		126.86519623	Well_4
5161.3936				0.0		126.41570282	Well_4
5161.5936				0.0		127.7818985	Well_4
5161.7936				0.0		130.54679871	Well_4
5161.9936				0.0		130.69580078	Well_4
5162.1936				0.0		128.23883057	Well_4
5162.3936				0.0		126.77449799	Well_4
5162.5936				0.0		125.94740295	Well_4
5162.7936				0.0		124.88200378	Well_4
5162.9936				0.0		124.73370361	Well_4
5163.1936				0.0		124.79840088	Well_4
5163.3936				0.0		126.59600067	Well_4
5163.5936				0.0		129.39179993	Well_4
5163.7936				0.0		130.2572937	Well_4
5163.9936				0.0		128.021698	Well_4
5164.1936				0.0		125.84130096	Well_4
5164.3936				0.0		124.62619781	Well_4
5164.5936				0.0		125.18000031	Well_4
5164.7936				0.0		126.5177002	Well_4
5164.9936				0.0		127.44090271	Well_4
5165.1936				0.0		127.23799896	Well_4
5165.3936				0.0		126.20179749	Well_4
5165.5936				0.0		125.19300079	Well_4
5165.7936				0.0		125.20819855	Well_4
5165.9936				0.0		125.21579742	Well_4
5166.1936				0.0		126.42489624	Well_4
5166.3936				0.0		127.02510071	Well_4
5166.5936				0.0		127.17430115	Well_4
5166.7936				0.0		127.43229675	Well_4
5166.9936				0.0		127.46520233	Well_4
5167.1936				0.0		127.20480347	Well_4
5167.3936				0.0		127.21340179	Well_4
5167.5936				0.0		127.79949951	Well_4
5167.7936				0.0		128.25579834	Well_4
5167.9936				0.0		129.05409241	Well_4
5168.1936				0.0		130.23260498	Well_4
5168.3936				0.0		131.38369751	Well_4
5168.5936				0.0		131.31149292	Well_4
5168.7936				0.0		129.96870422	Well_4
5168.9936				0.0		128.5796051	Well_4
5169.1936				0.0		128.52789307	Well_4
5169.3936				0.0		128.34860229	Well_4
5169.5936				0.0		129.40429688	Well_4
5169.7936				0.0		132.32369995	Well_4
5169.9936				0.0		132.20449829	Well_4
5170.1936				0.0		129.40010071	Well_4
5170.3936				0.0		127.35949707	Well_4
5170.5936				0.0		127.36039734	Well_4
5170.7936				0.0		127.37339783	Well_4
5170.9936				0.0		126.02420044	Well_4
5171.1936				0.0		125.59449768	Well_4
5171.3936				0.0		126.49220276	Well_4
5171.5936				0.0		126.71450043	Well_4
5171.7936				0.0		126.47219849	Well_4
5171.9936				0.0		125.83480072	Well_4
5172.1936				0.0		126.38349915	Well_4
5172.3936				0.0		125.79730225	Well_4
5172.5936				0.0		124.97650146	Well_4
5172.7936				0.0		124.60690308	Well_4
5172.9936				0.0		124.45739746	Well_4
5173.1936				0.0		125.38680267	Well_4
5173.3936				0.0		126.32730103	Well_4
5173.5936				0.0		126.54859924	Well_4
5173.7936				0.0		126.0970993	Well_4
5173.9936				0.0		125.4878006	Well_4
5174.1936				0.0		124.98919678	Well_4
5174.3936				0.0		124.69470215	Well_4
5174.5936				0.0		124.23470306	Well_4
5174.7936				0.0		124.0358963	Well_4
5174.9936				0.0		123.91130066	Well_4
5175.1936				0.0		124.31279755	Well_4
5175.3936				0.0		124.61119843	Well_4
5175.5936				0.0		124.42839813	Well_4
5175.7936				0.0		124.12290192	Well_4
5175.9936				0.0		124.00849915	Well_4
5176.1936				0.0		123.94290161	Well_4
5176.3936				0.0		124.03720093	Well_4
5176.5936				0.0		124.2009964	Well_4
5176.7936				0.0		124.15859985	Well_4
5176.9936				0.0		124.1733017	Well_4
5177.1936				0.0		124.69869995	Well_4
