MD	GR	RHOB	PHIE	DTCO	PHI_ALT	DTS	WELL
5132.6698				66.001815796	-0.213356674	117.92019653	Well_10
5132.8698				66.01259613	-0.216060311	117.82640839	Well_10
5133.0698				66.019989014	-0.216088399	117.79180145	Well_10
5133.2698				66.047203064	-0.212890789	117.87359619	Well_10
5133.4698				66.10105896	-0.222150907	118.03649902	Well_10
5133.6698				66.146133423	-0.2203805	118.29888153	Well_10
5133.8698				66.166107178	-0.215683296	118.56759644	Well_10
5134.0698				66.160415649	-0.210264012	118.69010162	Well_10
5134.2698				66.142730713	-0.213124931	118.70379639	Well_10
5134.4698				66.140052795	-0.213832408	118.73369598	Well_10
5134.6698				66.154190063	-0.216168523	118.7621994	Well_10
5134.8698				66.143135071	-0.215322539	118.71320343	Well_10
5135.0698				66.104393005	-0.219127044	118.61260223	Well_10
5135.2698				66.07736969	-0.225471333	118.53855896	Well_10
5135.4698				66.0809021	-0.223339379	118.54910278	Well_10
5135.6698				66.091339111	-0.22706157	118.58979797	Well_10
5135.8698				66.110908508	-0.225646615	118.62190247	Well_10
5136.0698				66.157867432	-0.21712105	118.63610077	Well_10
5136.2698				66.212722778	-0.214825779	118.6292038	Well_10
5136.4698				66.24118042	-0.222379804	118.58039856	Well_10
5136.6698				66.225875854	-0.229954511	118.51180267	Well_10
5136.8698				66.197090149	-0.234157711	118.43785858	Well_10
5137.0698				66.188400269	-0.234021395	118.39389801	Well_10
5137.2698				66.200492859	-0.234182179	118.39579773	Well_10
5137.4698				66.205337524	-0.235136658	118.36840057	Well_10
5137.6698				66.178886414	-0.231765613	118.28456116	Well_10
5137.8698				66.107643127	-0.221005246	118.2233963	Well_10
5138.0698				66.033668518	-0.221287757	118.22679901	Well_10
5138.2698				66.016471863	-0.219785601	118.22280121	Well_10
5138.4698				66.035392761	-0.219892904	118.19120026	Well_10
5138.6698				66.006523132	-0.225234091	118.20999908	Well_10
5138.8698				65.948287964	-0.226956308	118.3010025	Well_10
5139.0698				65.937744141	-0.211411029	118.39089966	Well_10
5139.2698				66.014945984	-0.210661843	118.41870117	Well_10
5139.4698				66.11579895	-0.22157751	118.39550018	Well_10
5139.6698				66.191177368	-0.222259149	118.38819885	Well_10
5139.8698				66.213394165	-0.228575259	118.45639801	Well_10
5140.0698				66.1978302	-0.233522028	118.54869843	Well_10
5140.2698				66.189941406	-0.232160255	118.60140228	Well_10
5140.4698				66.225341797	-0.228609324	118.59130096	Well_10
5140.6698				66.292663574	-0.228030473	118.56950378	Well_10
5140.8698				66.342269897	-0.23267296	118.53849792	Well_10
5141.0698				66.326667786	-0.236191869	118.47070313	Well_10
5141.2698				66.224708557	-0.233870551	118.39040375	Well_10
5141.4698				66.097381592	-0.223472789	118.28540039	Well_10
5141.6698				66.00705719	-0.208272353	118.19419861	Well_10
5141.8698				66.005889893	-0.203697443	118.1697998	Well_10
5142.0698				66.059486389	-0.21081914	118.23439789	Well_10
5142.2698				66.110816956	-0.232280791	118.31559753	Well_10
5142.4698				66.105659485	-0.240767896	118.3660965	Well_10
5142.6698				66.072677612	-0.235700279	118.40280151	Well_10
5142.8698				66.066864014	-0.23441948	118.43180084	Well_10
5143.0698				66.128250122	-0.233632624	118.46669769	Well_10
5143.2698				66.234382629	-0.23409307	118.4957962	Well_10
5143.4698				66.304077148	-0.236756235	118.5039978	Well_10
5143.6698				66.270683289	-0.231201202	118.48770142	Well_10
5143.8698				66.204490662	-0.216050565	118.4477005	Well_10
5144.0698				66.195610046	-0.208192691	118.38030243	Well_10
5144.2698				66.209869385	-0.213690192	118.31189728	Well_10
5144.4698				66.198364258	-0.226981491	118.29170227	Well_10
5144.6698				66.200309753	-0.23275125	118.29340363	Well_10
5144.8698				66.234237671	-0.236070782	118.32540131	Well_10
5145.0698				66.264778137	-0.233525217	118.38230133	Well_10
5145.2698				66.258827209	-0.22899431	118.40190125	Well_10
5145.4698				66.191581726	-0.218456104	118.37239838	Well_10
5145.6698				66.092826843	-0.21529606	118.28510284	Well_10
5145.8698				66.06615448	-0.220892474	118.12650299	Well_10
5146.0698				66.111427307	-0.215313941	118.01499939	Well_10
5146.2698				66.093093872	-0.210814074	117.98519897	Well_10
5146.4698				65.939170837	-0.206699654	118.01709747	Well_10
5146.6698				65.780677795	-0.203280061	118.03309631	Well_10
5146.8698				65.7709198	-0.208413094	118.01709747	Well_10
5147.0698				65.873550415	-0.223161787	118.05339813	Well_10
5147.2698				65.945327759	-0.237091586	118.16100311	Well_10
5147.4698				65.972259521	-0.236208111	118.2983017	Well_10
5147.6698				66.009078979	-0.238739595	118.37689972	Well_10
5147.8698				66.023132324	-0.234318689	118.39820099	Well_10
5148.0698				65.970741272	-0.234788164	118.33080292	Well_10
5148.2698				65.92616272	-0.219630018	118.17939758	Well_10
5148.4698				65.973205566	-0.214465782	118.07900238	Well_10
5148.6698				66.083442688	-0.223089218	118.08399963	Well_10
5148.8698				66.174194336	-0.23058939	118.19100189	Well_10
5149.0698				66.221694946	-0.2313537	118.29949951	Well_10
5149.2698				66.253845215	-0.236305848	118.30190277	Well_10
5149.4698				66.302307129	-0.235179782	118.36389923	Well_10
5149.6698				66.363449097	-0.235542044	118.48829651	Well_10
5149.8698				66.397491455	-0.234998047	118.58339691	Well_10
5150.0698				66.387611389	-0.228563398	118.59249878	Well_10
5150.2698				66.366661072	-0.227062792	118.56069946	Well_10
5150.4698				66.365356445	-0.231519327	118.46649933	Well_10
5150.6698				66.37059021	-0.236442819	118.34729767	Well_10
5150.8698				66.336456299	-0.230611756	118.31680298	Well_10
5151.0698				66.263084412	-0.229444593	118.32810211	Well_10
5151.2698				66.204162598	-0.235383481	118.33889771	Well_10
5151.4698				66.261474609	-0.232814685	118.35340118	Well_10
5151.6698				66.434913635	-0.231924191	118.3742981	Well_10
5151.8698				66.579925537	-0.222487435	118.37729645	Well_10
5152.0698				66.441421509	-0.220718265	118.32769775	Well_10
5152.2698				66.062042236	-0.2306685	118.19619751	Well_10
5152.4698				65.706504822	-0.20236586	118.05049896	Well_10
5152.6698				65.588088989	-0.159010798	117.94779968	Well_10
5152.8698				65.661018372	-0.169704676	117.959198	Well_10
5153.0698				65.792877197	-0.216832921	118.07510376	Well_10
5153.2698				65.900871277	-0.228457987	118.11740112	Well_10
5153.4698				65.905204773	-0.227287695	118.07800293	Well_10
5153.6698				65.806259155	-0.223995805	118.01699829	Well_10
5153.8698				65.731155396	-0.203851417	118.01480103	Well_10
5154.0698				65.772888184	-0.184587553	118.06150055	Well_10
5154.2698				65.840927124	-0.20925431	118.1155014	Well_10
5154.4698				65.872077942	-0.22949785	118.18319702	Well_10
5154.6698				65.847511292	-0.235074446	118.27749634	Well_10
5154.8698				65.79536438	-0.226897836	118.23179626	Well_10
5155.0698				65.758499146	-0.233336538	118.00150299	Well_10
5155.2698				65.759521484	-0.22795333	117.79019928	Well_10
5155.4698				65.763168335	-0.219788939	117.79199982	Well_10
5155.6698				65.7733078	-0.217350349	117.979599	Well_10
5155.8698				65.836235046	-0.224507242	118.09570313	Well_10
5156.0698				65.916900635	-0.23352997	118.03369904	Well_10
5156.2698				65.901611328	-0.216977522	117.76550293	Well_10
5156.4698				65.724754333	-0.145424113	117.4076004	Well_10
5156.6698				65.52986145	-0.142266735	117.07230377	Well_10
5156.8698				65.481971741	-0.208823144	116.89630127	Well_10
5157.0698				65.576858521	-0.202351436	116.91850281	Well_10
5157.2698				65.763168335	-0.179623827	117.08029938	Well_10
5157.4698				65.99899292	-0.221392348	117.32710266	Well_10
5157.6698				66.162368774	-0.225889623	117.57189941	Well_10
5157.8698				66.105056763	-0.227795586	117.77249908	Well_10
5158.0698				65.940429688	-0.230961233	117.84069824	Well_10
5158.2698				65.792678833	-0.226489916	117.9016037	Well_10
5158.4698				65.728622437	-0.234481692	118.06829834	Well_10
5158.6698				65.745094299	-0.234543353	118.32409668	Well_10
5158.8698				65.819915771	-0.236170486	118.45230103	Well_10
5159.0698				65.910247803	-0.233391076	118.43669891	Well_10
5159.2698				65.930526733	-0.229737073	118.27899933	Well_10
5159.4698				65.8177948	-0.216141552	117.91899872	Well_10
5159.6698				65.667510986	-0.208518282	117.58010101	Well_10
5159.8698				65.646614075	-0.218497664	117.31719971	Well_10
5160.0698				65.675392151	-0.227036759	117.17299652	Well_10
5160.2698				65.657157898	-0.224644646	117.25640106	Well_10
5160.4698				65.724708557	-0.230068371	117.45310211	Well_10
5160.6698				65.892875671	-0.19590193	117.53620148	Well_10
5160.8698				65.940620422	-0.165290117	117.45069885	Well_10
5161.0698				65.757514954	-0.206456169	117.3927002	Well_10
5161.2698				65.619369507	-0.22968848	117.43710327	Well_10
5161.4698				65.649055481	-0.227307826	117.52410126	Well_10
5161.6698				65.727722168	-0.200995848	117.66950226	Well_10
5161.8698				65.757522583	-0.202981338	117.92739868	Well_10
5162.0698				65.783279419	-0.229823962	118.167099	Well_10
5162.2698				65.850341797	-0.235959545	118.3852005	Well_10
5162.4698				65.954711914	-0.230650887	118.52729797	Well_10
5162.6698				66.050361633	-0.226988539	118.59130096	Well_10
5162.8698				66.078147888	-0.227588192	118.62490082	Well_10
5163.0698				66.070304871	-0.230356455	118.66000366	Well_10
5163.2698				66.055236816	-0.212549567	118.67070007	Well_10
5163.4698				66.005180359	-0.182493985	118.69560242	Well_10
5163.6698				65.933555603	-0.205165237	118.73619843	Well_10
5163.8698				65.822296143	-0.223714769	118.70010376	Well_10
5164.0698				65.646942139	-0.225795552	118.52110291	Well_10
5164.2698				65.549797058	-0.228747189	118.24680328	Well_10
5164.4698				65.614738464	-0.216618404	118.12359619	Well_10
5164.6698				65.695892334	-0.206692755	118.17230225	Well_10
5164.8698				65.649497986	-0.213931739	118.30690002	Well_10
5165.0698				65.56955719	-0.21489425	118.54920197	Well_10
5165.2698				65.532752991	-0.229060143	118.69609833	Well_10
5165.4698				65.498817444	-0.244792044	118.68409729	Well_10
5165.6698				65.529502869	-0.23984468	118.68109894	Well_10
5165.8698				65.639839172	-0.232804999	118.89980316	Well_10
5166.0698				65.6301651	-0.216976404	119.04979706	Well_10
5166.2698				65.40209198	-0.189220473	118.92359924	Well_10
5166.4698				65.284378052	-0.137516975	118.84410095	Well_10
5166.6698				65.485519409	-0.172821715	119.11209869	Well_10
5166.8698				65.895172119	-0.22001113	119.37519836	Well_10
5167.0698				66.226249695	-0.219906464	119.55039978	Well_10
5167.2698				66.597648621	-0.220679983	119.99269867	Well_10
5167.4698				67.57862854	-0.180070385	121.6996994	Well_10
5167.6698				68.941215515	-0.158307746	124.01399994	Well_10
5167.8698				69.769859314	-0.191129595	125.78749847	Well_10
5168.0698				69.938011169	-0.202578247	126.77159882	Well_10
5168.2698				70.536552429	-0.209262908	128.63040161	Well_10
5168.4698				72.142158508	-0.205281511	131.19470215	Well_10
5168.6698				74.744689941	-0.187642157	133.67849731	Well_10
5168.8698				77.3724823	-0.172652125	135.40930176	Well_10
5169.0698				78.685707092	-0.168953836	135.96130371	Well_10
5169.2698				77.767959595	-0.172305748	134.87280273	Well_10
5169.4698				75.061019897	-0.188372254	132.88470459	Well_10
5169.6698				72.379859924	-0.234245494	130.66679382	Well_10
5169.8698				70.743759155	-0.304306448	128.73339844	Well_10
5170.0698				70.153846741	-0.35504657	127.90100098	Well_10
5170.2698				70.096862793	-0.347777247	127.56999969	Well_10
5170.4698				70.185005188	-0.355600387	127.32779694	Well_10
5170.6698				69.835075378	-0.400016248	126.3302002	Well_10
5170.8698				69.537605286	-0.415537477	124.73449707	Well_10
5171.0698				69.684791565	-0.38026911	122.90619659	Well_10
5171.2698				69.535041809	-0.300399035	121.65470123	Well_10
5171.4698				68.811141968	-0.238771647	120.97100067	Well_10
5171.6698				68.183296204	-0.229035422	120.47750092	Well_10
5171.8698				67.846420288	-0.228263229	119.6651001	Well_10
5172.0698				67.514633179	-0.233454525	118.86370087	Well_10
5172.2698				67.439857483	-0.234330997	118.62110138	Well_10
5172.4698				68.113777161	-0.242017284	119.18419647	Well_10
5172.6698				69.476150513	-0.252351671	120.03430176	Well_10
5172.8698				70.518257141	-0.227798477	121.2181015	Well_10
5173.0698				70.640800476	-0.211937606	123.72879791	Well_10
5173.2698				70.357131958	-0.213412911	126.20500183	Well_10
5173.4698				70.546035767	-0.207789123	128.16760254	Well_10
5173.6698				71.365608215	-0.205719873	129.75	Well_10
5173.8698				72.494499207	-0.202287495	132.74780273	Well_10
5174.0698				73.327934265	-0.205679342	136.27650452	Well_10
5174.2698				73.806503296	-0.234094873	139.55599976	Well_10
5174.4698				74.032409668	-0.247621566	140.88439941	Well_10
5174.6698				73.661872864	-0.218472779	138.60749817	Well_10
5174.8698				72.374855042	-0.225586817	133.84500122	Well_10
5175.0698				70.499450684	-0.305414855	128.2736969	Well_10
5175.2698				68.859199524	-0.382802159	122.82900238	Well_10
5175.4698				67.773178101	-0.407356322	117.84919739	Well_10
5175.6698				67.281982422	-0.432943791	116.58730316	Well_10
5175.8698				67.212539673	-0.428740472	117.48899841	Well_10
5176.0698				67.082321167	-0.382855326	118.22309875	Well_10
5176.2698				66.836761475	-0.309387863	118.41760254	Well_10
5176.4698				66.589309692	-0.24983035	118.08889771	Well_10
5176.6698				66.422279358	-0.237826601	117.77010345	Well_10
5176.8698				66.327026367	-0.231171161	117.69529724	Well_10
5177.0698				66.300994873	-0.217172921	118.06890106	Well_10
5177.2698				66.234115601	-0.211840972	118.47299957	Well_10
5177.4698				66.114685059	-0.22159183	118.78959656	Well_10
5177.6698				66.012573242	-0.231347114	118.88619995	Well_10
5177.8698				66.012420654	-0.23066406	118.80200195	Well_10
5178.0698				66.090705872	-0.234286964	118.728302	Well_10
5178.2698				66.165641785	-0.23577404	118.80200195	Well_10
5178.4698				66.229919434	-0.240293398	118.95379639	Well_10
5178.6698				66.327667236	-0.229761273	119.1984024	Well_10
5178.8698				66.438995361	-0.213772222	119.49520111	Well_10
5179.0698				66.561584473	-0.214434981	119.73310089	Well_10
5179.2698				66.697486877	-0.226964608	119.82189941	Well_10
5179.4698				66.807540894	-0.223713219	119.66750336	Well_10
5179.6698				66.801597595	-0.225502148	119.51599884	Well_10
5179.8698				66.732177734	-0.228206322	119.47190094	Well_10
5180.0698				66.691291809	-0.228868738	119.41210175	Well_10
5180.2698				66.712188721	-0.225759387	119.32790375	Well_10
5180.4698				66.715248108	-0.225564629	119.28440094	Well_10
5180.6698				66.669281006	-0.224204227	119.36959839	Well_10
5180.8698				66.611297607	-0.228589833	119.44280243	Well_10
5181.0698				66.633613586	-0.230275467	119.47859955	Well_10
5181.2698				66.869178772	-0.224049434	119.30380249	Well_10
5181.4698				67.396209717	-0.208840623	118.82019806	Well_10
5181.6698				67.808357239	-0.213383242	118.28919983	Well_10
5181.8698				67.678115845	-0.226025894	118.26809692	Well_10
5182.0698				67.097991943	-0.226379305	119.06430054	Well_10
5182.2698				66.813240051	-0.226039827	119.55090332	Well_10
5182.4698				66.736915588	-0.22758089	119.94020081	Well_10
5182.6698				66.801185608	-0.22281754	120.20739746	Well_10
5182.8698				66.881752014	-0.229383573	120.36830139	Well_10
5183.0698				66.906150818	-0.230179965	120.51110077	Well_10
5183.2698				66.896278381	-0.231617168	120.56890106	Well_10
5183.4698				66.858856201	-0.220146179	120.48889923	Well_10
5183.6698				66.785049438	-0.215811566	120.34429932	Well_10
5183.8698				66.770080566	-0.215797275	120.22039795	Well_10
5184.0698				66.939117432	-0.21649304	120.33779907	Well_10
5184.2698				67.203811646	-0.2226827	120.75640106	Well_10
5184.4698				67.395393372	-0.221425742	121.49629974	Well_10
5184.6698				67.257972717	-0.224674374	122.49819946	Well_10
5184.8698				66.872512817	-0.220797375	123.50930023	Well_10
5185.0698				66.698455811	-0.225883216	124.49880219	Well_10
5185.2698				67.248176575	-0.227197185	124.41369629	Well_10
5185.4698				68.07774353	-0.223747879	123.2664032	Well_10
5185.6698				67.942367554	-0.214334652	122.03780365	Well_10
5185.8698				67.136932373	-0.214134783	121.28160095	Well_10
5186.0698				66.353515625	-0.225830153	121.47329712	Well_10
5186.2698				66.395233154	-0.233924821	122.09519958	Well_10
5186.4698				67.337654114	-0.230152875	122.33059692	Well_10
5186.6698				68.278190613	-0.215780795	121.80909729	Well_10
5186.8698				68.362976074	-0.209893107	121.68219757	Well_10
5187.0698				68.247131348	-0.212781057	122.88999939	Well_10
5187.2698				69.30758667	-0.209534392	125.15019989	Well_10
5187.4698				70.383071899	-0.209795535	126.54239655	Well_10
5187.6698				70.922515869	-0.200358421	126.59130096	Well_10
5187.8698				71.097885132	-0.199443504	125.97709656	Well_10
5188.0698				71.468582153	-0.201487854	125.81680298	Well_10
5188.2698				72.072105408	-0.196760386	126.95659637	Well_10
5188.4698				73.422584534	-0.221257865	129.4138031	Well_10
5188.6698				75.025596619	-0.29526931	132.23829651	Well_10
5188.8698				75.468017578	-0.349839151	134.11560059	Well_10
5189.0698				75.115814209	-0.348786861	135.56530762	Well_10
5189.2698				74.608299255	-0.348261386	136.68359375	Well_10
5189.4698				74.609199524	-0.333687872	138.15629578	Well_10
5189.6698				75.284416199	-0.262734503	139.74440002	Well_10
5189.8698				76.469055176	-0.261236429	141.09469604	Well_10
5190.0698				77.305335999	-0.355439633	141.56809998	Well_10
5190.2698				77.774269104	-0.385533243	141.63340759	Well_10
5190.4698				78.179893494	-0.351009637	142.55369568	Well_10
5190.6698				77.480255127	-0.272389978	144.53210449	Well_10
5190.8698				76.309745789	-0.217642725	146.25180054	Well_10
5191.0698				74.809997559	-0.278142333	147.23269653	Well_10
5191.2698				73.921287537	-0.364895761	146.89880371	Well_10
5191.4698				74.035072327	-0.389759541	145.31370544	Well_10
5191.6698				74.978599548	-0.37939623	143.54769897	Well_10
5191.8698				75.206321716	-0.375563025	141.19290161	Well_10
5192.0698				74.225418091	-0.381266743	137.88360596	Well_10
5192.2698				73.274177551	-0.387396157	133.42990112	Well_10
5192.4698				73.727859497	-0.385236263	130.52490234	Well_10
5192.6698				74.530029297	-0.38086307	128.85310364	Well_10
5192.8698				74.25668335	-0.382706076	128.09240723	Well_10
5193.0698				72.872741699	-0.395755172	127.24259949	Well_10
5193.2698				71.181671143	-0.411529064	125.90399933	Well_10
5193.4698				68.865364075	-0.433982372	123.44139862	Well_10
5193.6698				66.729194641	-0.421864241	121.46589661	Well_10
5193.8698				65.859901428	-0.328610629	119.93139648	Well_10
5194.0698				66.504829407	-0.249998704	118.53949738	Well_10
5194.2698				67.386360168	-0.231538713	118.72090149	Well_10
5194.4698				67.78302002	-0.209360898	119.85269928	Well_10
5194.6698				67.457557678	-0.234393746	120.45549774	Well_10
5194.8698				66.745643616	-0.287608415	119.9937973	Well_10
5195.0698				66.220954895	-0.287551403	119.73220062	Well_10
5195.2698				65.953117371	-0.269396365	119.72619629	Well_10
5195.4698				65.752151489	-0.254507452	119.81490326	Well_10
5195.6698				65.587272644	-0.239791885	119.7507019	Well_10
5195.8698				65.575469971	-0.226849988	119.45690155	Well_10
5196.0698				65.776802063	-0.220216781	119.18360138	Well_10
5196.2698				66.221748352	-0.228845432	119.10009766	Well_10
5196.4698				66.805084229	-0.216158226	119.25939941	Well_10
5196.6698				67.135429382	-0.210753396	119.436203	Well_10
5196.8698				66.940834045	-0.230036348	119.60690308	Well_10
5197.0698				66.790290833	-0.237518802	119.73120117	Well_10
5197.2698				67.097961426	-0.226122677	119.78070068	Well_10
5197.4698				67.464775085	-0.238681182	119.85990143	Well_10
5197.6698				67.360389709	-0.239748955	119.8792038	Well_10
5197.8698				66.965240479	-0.226329803	119.69259644	Well_10
5198.0698				66.5911026	-0.218359172	119.3470993	Well_10
5198.2698				66.372337341	-0.221022993	118.99320221	Well_10
5198.4698				66.250801086	-0.231298432	118.8742981	Well_10
5198.6698				66.150909424	-0.233959839	119.03800201	Well_10
5198.8698				66.133209229	-0.23273088	119.10669708	Well_10
5199.0698				66.211593628	-0.230004415	119.03309631	Well_10
5199.2698				66.318069458	-0.237036675	118.96089935	Well_10
5199.4698				66.337783813	-0.236799821	118.99590302	Well_10
5199.6698				66.288780212	-0.232573956	118.9367981	Well_10
5199.8698				66.179977417	-0.222340822	118.86779785	Well_10
5200.0698				65.977523804	-0.218112871	118.90119934	Well_10
5200.2698				65.829849243	-0.200278446	118.9910965	Well_10
5200.4698				65.872711182	-0.153257191	119.04070282	Well_10
5200.6698				66.089942932	-0.149781972	119.02749634	Well_10
5200.8698				66.302597046	-0.168719828	119.07369995	Well_10
5201.0698				66.416915894	-0.17988342	119.19270325	Well_10
5201.2698				66.459510803	-0.190917522	119.26490021	Well_10
5201.4698				66.491218567	-0.209306553	119.20800018	Well_10
5201.6698				66.492202759	-0.226737708	119.07050323	Well_10
5201.8698				66.471565247	-0.217567936	119.08429718	Well_10
5202.0698				66.553329468	-0.192143783	119.29879761	Well_10
5202.2698				66.72442627	-0.185457438	119.54650116	Well_10
5202.4698				66.853004456	-0.214510322	119.58110046	Well_10
5202.6698				66.853141785	-0.234015808	119.48919678	Well_10
5202.8698				66.791564941	-0.234752014	119.62149811	Well_10
5203.0698				66.688919067	-0.234151125	119.81970215	Well_10
5203.2698				66.635353088	-0.224257112	119.85359955	Well_10
5203.4698				66.727783203	-0.226081103	119.76210022	Well_10
5203.6698				66.896987915	-0.227323741	119.83540344	Well_10
5203.8698				67.006072998	-0.229834631	120.0667038	Well_10
5204.0698				67.039451599	-0.232762903	120.31980133	Well_10
5204.2698				67.041511536	-0.224786669	120.43430328	Well_10
5204.4698				67.029388428	-0.217639118	120.38880157	Well_10
5204.6698				67.089271545	-0.215355366	120.33100128	Well_10
5204.8698				67.231147766	-0.213327959	120.37310028	Well_10
5205.0698				67.298370361	-0.211819828	120.58830261	Well_10
5205.2698				67.146881104	-0.218029529	120.6989975	Well_10
5205.4698				66.931938171	-0.227930665	120.74590302	Well_10
5205.6698				66.829086304	-0.231569335	120.71829987	Well_10
5205.8698				66.884803772	-0.229564592	120.50659943	Well_10
5206.0698				66.902572632	-0.230278865	120.16829681	Well_10
5206.2698				66.82460022	-0.23294507	119.92500305	Well_10
5206.4698				66.727523804	-0.240987629	119.79219818	Well_10
5206.6698				66.616950989	-0.238956586	119.57360077	Well_10
5206.8698				66.438217163	-0.234707981	119.24150085	Well_10
5207.0698				66.271903992	-0.228549764	119.05449677	Well_10
5207.2698				66.143432617	-0.229854956	119.10399628	Well_10
5207.4698				65.945899963	-0.23715964	119.00563812	Well_10
5207.6698				65.725784302	-0.238976508	118.82099915	Well_10
5207.8698				65.715858459	-0.241715133	118.69470215	Well_10
5208.0698				66.010704041	-0.235165387	118.75460052	Well_10
5208.2698				66.374443054	-0.222476482	118.9466629	Well_10
5208.4698				66.432258606	-0.19567287	119.10479736	Well_10
5208.6698				66.325431824	-0.182405442	119.25109863	Well_10
5208.8698				66.252098083	-0.136058778	119.43309784	Well_10
5209.0698				66.305343628	-0.051045418	119.72346497	Well_10
5209.2698				66.452934265	-0.072124772	119.97480011	Well_10
5209.4698				66.567382813	-0.143384844	120.05020142	Well_10
5209.6698				66.583267212	-0.108480863	119.99369812	Well_10
5209.8698				66.610321045	-0.083179511	119.89605713	Well_10
5210.0698				66.693893433	-0.161250547	119.85710144	Well_10
5210.2698				66.760055542	-0.228846103	119.84999847	Well_10
5210.4698				66.697067261	-0.24064818	119.82959747	Well_10
5210.6698				66.548294067	-0.240875855	119.72655487	Well_10
5210.8698				66.479721069	-0.237658933	119.55770111	Well_10
5211.0698				66.558532715	-0.243268475	119.62740326	Well_10
5211.2698				66.691513062	-0.243801266	119.95030212	Well_10
5211.4698				66.84740448	-0.232698798	120.41687775	Well_10
5211.6698				66.938697815	-0.209896371	120.66220093	Well_10
5211.8698				66.941673279	-0.211671948	120.66970062	Well_10
5212.0698				66.926719666	-0.232377157	120.55930328	Well_10
5212.2698				66.921737671	-0.234160766	120.49394989	Well_10
5212.4698				66.860824585	-0.233113855	120.51170349	Well_10
5212.6698				66.715591431	-0.232876286	120.46710205	Well_10
5212.8698				66.537162781	-0.230369225	120.39279938	Well_10
5213.0698				66.401405334	-0.23227334	120.28894043	Well_10
5213.2698				66.336868286	-0.232106179	120.25830078	Well_10
5213.4698				66.294319153	-0.231118783	120.29489899	Well_10
5213.6698				66.202896118	-0.229374751	120.29859924	Well_10
5213.8698				66.087524414	-0.228473812	120.28069305	Well_10
5214.0698				66.046806335	-0.23312442	120.31310272	Well_10
5214.2698				66.150260925	-0.23039864	120.39440155	Well_10
5214.4698				66.279190063	-0.224814415	120.4885025	Well_10
5214.6698				66.359153748	-0.223905191	120.50060272	Well_10
5214.8698				66.433654785	-0.220597804	120.37789917	Well_10
5215.0698				66.563163757	-0.203363717	120.35169983	Well_10
5215.2698				66.685081482	-0.193963781	120.53540039	Well_10
5215.4698				66.693824768	-0.228640959	120.69280243	Well_10
5215.6698				66.65171051	-0.227282122	120.92449951	Well_10
5215.8698				66.67048645	-0.215045333	121.2071991	Well_10
5216.0698				66.728866577	-0.214385718	121.54560089	Well_10
5216.2698				66.786628723	-0.202891365	121.82499695	Well_10
5216.4698				66.877937317	-0.200310871	121.90309906	Well_10
5216.6698				66.993476868	-0.223572269	121.78099823	Well_10
5216.8698				67.0102005	-0.229968876	121.64240265	Well_10
5217.0698				66.915740967	-0.213893265	121.46140289	Well_10
5217.2698				66.780944824	-0.192518055	121.10669708	Well_10
5217.4698				66.71647644	-0.185159758	120.84320068	Well_10
5217.6698				66.735977173	-0.176254004	120.8184967	Well_10
5217.8698				66.811813354	-0.184454858	121.07029724	Well_10
5218.0698				66.813331604	-0.195358261	121.28959656	Well_10
5218.2698				66.743721008	-0.209455281	121.37860107	Well_10
5218.4698				66.720603943	-0.227333516	121.57350159	Well_10
5218.6698				66.852508545	-0.22496292	121.82440186	Well_10
5218.8698				67.012580872	-0.219415158	121.98840332	Well_10
5219.0698				67.127845764	-0.211582422	122.01899719	Well_10
5219.2698				67.242637634	-0.219021216	122.08300018	Well_10
5219.4698				67.335540771	-0.217191145	122.15599823	Well_10
5219.6698				67.311019897	-0.21726957	122.21199799	Well_10
5219.8698				67.111793518	-0.209008411	122.0664978	Well_10
5220.0698				66.809005737	-0.20533146	121.8015976	Well_10
5220.2698				66.593551636	-0.221372575	121.54319763	Well_10
5220.4698				66.573921204	-0.229043186	121.33959961	Well_10
5220.6698				66.651412964	-0.231004432	121.1678009	Well_10
5220.8698				66.707267761	-0.227903768	121.14179993	Well_10
5221.0698				66.759521484	-0.22839129	121.37190247	Well_10
5221.2698				66.797729492	-0.229035884	121.79160309	Well_10
5221.4698				66.8436203	-0.225615695	122.16770172	Well_10
5221.6698				66.918693542	-0.225922078	122.39409637	Well_10
5221.8698				66.952735901	-0.227780551	122.31600189	Well_10
5222.0698				66.885757446	-0.228241131	122.15630341	Well_10
5222.2698				66.816596985	-0.221591711	122.3513031	Well_10
5222.4698				66.918060303	-0.221288234	122.66139984	Well_10
5222.6698				67.141983032	-0.230133161	122.67220306	Well_10
5222.8698				67.247558594	-0.222080439	122.32540131	Well_10
5223.0698				67.057441711	-0.206083164	122.00370026	Well_10
5223.2698				66.719238281	-0.203553632	121.69819641	Well_10
5223.4698				66.463356018	-0.214261875	121.313797	Well_10
5223.6698				66.411094666	-0.201285124	120.94819641	Well_10
5223.8698				66.530303955	-0.197049901	120.93109894	Well_10
5224.0698				66.696746826	-0.210146368	121.05169678	Well_10
5224.2698				66.802444458	-0.222638145	121.16940308	Well_10
5224.4698				66.76701355	-0.228141099	121.48300171	Well_10
5224.6698				66.822349548	-0.229973942	122.00789642	Well_10
5224.8698				67.096534729	-0.228528589	122.4763031	Well_10
5225.0698				67.462806702	-0.212285131	122.62030029	Well_10
5225.2698				67.745796204	-0.165661886	122.56410217	Well_10
5225.4698				67.967895508	-0.178724095	122.61060333	Well_10
