MD	PHIE	DTCO	GR	RHOB	PHI_ALT	DTS	WELL
4938.0908	0.0	67.810882568		2.0773460865	-0.21286869	117.78520203	Well_3
4938.2908	0.0	67.848632813		2.0807726383	-0.21059224	117.83799744	Well_3
4938.4908	0.0	67.877639771		2.0796117783	-0.211670041	118.00930023	Well_3
4938.6908	0.0	67.895950317		2.0846335888	-0.208680227	118.14640045	Well_3
4938.8908	0.0	67.868217468		2.0871899128	-0.206977144	118.26909637	Well_3
4939.0908	0.0	67.779594421		2.0866804123	-0.208010748	118.23709869	Well_3
4939.2908	0.0	67.733375549		2.0911684036	-0.206169575	118.21240234	Well_3
4939.4908	0.0	67.794311523		2.0992724895	-0.200821623	118.15619659	Well_3
4939.6908	0.0	67.857780457		2.088103056	-0.206838861	118.2154007	Well_3
4939.8908	0.0	67.966316223		2.0686919689	-0.216816485	118.17099762	Well_3
4940.0908	0.0	68.033531189		2.0607774258	-0.219986737	118.29060364	Well_3
4940.2908	0.0	68.034957886		2.0542173386	-0.224500045	118.41400146	Well_3
4940.4908	0.0	68.014816284		2.0538105965	-0.223833799	118.53939819	Well_3
4940.6908	0.0	68.008628845		2.0551469326	-0.223212644	118.59780121	Well_3
4940.8908	0.0	68.00213623		2.0583865643	-0.221550703	118.69850159	Well_3
4941.0908	0.0	67.98374176		2.0622947216	-0.219758406	117.77120209	Well_3
4941.2908	0.0	67.932868958		2.0691053867	-0.2165903	117.85690308	Well_3
4941.4908	0.0	67.913902283		2.0797085762	-0.211240664	117.76830292	Well_3
4941.6908	0.0	67.891395569		2.0934240818	-0.203663364	118.64299774	Well_3
4941.8908	0.0	67.829444885		2.0923645496	-0.204889804	118.45739746	Well_3
4942.0908	0.0	67.801124573		2.0893440247	-0.207450449	118.457901	Well_3
4942.2908	0.0	67.758323669		2.1025907993	-0.199549541	118.25879669	Well_3
4942.4908	0.0	67.677047729		2.1094772816	-0.19670628	118.17169952	Well_3
4942.6908	0.0	67.679069519		2.1014945507	-0.201482639	118.09190369	Well_3
4942.8908	0.0	67.708595276		2.0965332985	-0.203523234	118.02400208	Well_3
4943.0908	0.0	67.730506897		2.1020846367	-0.200676635	117.93599701	Well_3
4943.2908	0.0	67.774230957		2.1139135361	-0.193457246	117.936203	Well_3
4943.4908	0.0	67.795501709		2.1086194515	-0.196540311	118.01930237	Well_3
4943.6908	0.0	67.853782654		2.1037435532	-0.199292943	118.05529785	Well_3
4943.8908	0.0	67.925125122		2.114274025	-0.192165181	118.46109772	Well_3
4944.0908	0.0	67.980079651		2.1044945717	-0.19721283	118.59089661	Well_3
4944.2908	0.0	68.01915741		2.0704917908	-0.215305641	118.69229889	Well_3
4944.4908	0.0	68.037330627		2.044137001	-0.229321614	118.63870239	Well_3
4944.6908	0.0	68.027931213		2.0468635559	-0.228103787	118.54370117	Well_3
4944.8908	0.0	68.036705017		2.0617222786	-0.219446376	118.56369781	Well_3
4945.0908	0.0	68.046150208		2.0619938374	-0.21958378	118.29779816	Well_3
4945.2908	0.0	68.058021545		2.0550949574	-0.2235284	118.44239807	Well_3
4945.4908	0.0	68.046279907		2.0618064404	-0.220155507	118.57720184	Well_3
4945.6908	0.0	67.978393555		2.0789189339	-0.210859701	118.63359833	Well_3
4945.8908	0.0	67.915916443		2.0860316753	-0.20698522	118.47219849	Well_3
4946.0908	0.0	67.896644592		2.0849328041	-0.209029943	118.41690063	Well_3
4946.2908	0.0	67.893829346		2.0871479511	-0.207292736	118.40339661	Well_3
4946.4908	0.0	67.941337585		2.0809354782	-0.209833547	118.32920074	Well_3
4946.6908	0.0	68.013465881		2.0641655922	-0.219408616	118.33959961	Well_3
4946.8908	0.0	68.042671204		2.0568733215	-0.222422123	118.42209625	Well_3
4947.0908	0.0	68.056343079		2.0660767555	-0.216880083	118.49079895	Well_3
4947.2908	0.0	68.032646179		2.0692396164	-0.215370134	118.38439941	Well_3
4947.4908	0.0	67.999740601		2.0607566833	-0.220402092	118.43299866	Well_3
4947.6908	0.0	67.968307495		2.0626995564	-0.21967794	118.26689911	Well_3
4947.8908	0.0	67.980987549		2.0737481117	-0.213771164	118.2338028	Well_3
4948.0908	0.0	68.023643494		2.0793385506	-0.210207641	118.13169861	Well_3
4948.2908	0.0	68.007385254		2.0774207115	-0.211437166	118.28250122	Well_3
4948.4908	0.0	67.950889587		2.0721802711	-0.215889588	118.29470062	Well_3
4948.6908	0.0	67.89793396		2.0695314407	-0.216040879	118.19280243	Well_3
4948.8908	0.0	67.839317322		2.0737783909	-0.214409977	118.167099	Well_3
4949.0908	0.0	67.838348389		2.0862832069	-0.208127648	118.2457962	Well_3
4949.2908	0.0	67.933929443		2.0901079178	-0.205414236	118.28450012	Well_3
4949.4908	0.0	68.033721924		2.0815179348	-0.209577873	118.43730164	Well_3
4949.6908	0.0	68.061698914		2.0631561279	-0.219345465	118.53510284	Well_3
4949.8908	0.0	68.04901886		2.0641722679	-0.21925436	118.50589752	Well_3
4950.0908	0.0	68.018882751		2.0759363174	-0.212184146	118.65329742	Well_3
4950.2908	0.0	67.98110199		2.0810799599	-0.209633589	118.63890076	Well_3
4950.4908	0.0	67.964759827		2.0825111866	-0.209210709	118.6207962	Well_3
4950.6908	0.0	67.995986938		2.0758960247	-0.212507531	118.52480316	Well_3
4950.8908	0.0	68.028076172		2.0636599064	-0.219091058	118.53379822	Well_3
4951.0908	0.0	68.001350403		2.0641953945	-0.218662977	118.46230316	Well_3
4951.2908	0.0	67.96257019		2.0706732273	-0.215455398	118.46890259	Well_3
4951.4908	0.0	67.917427063		2.0716245174	-0.215481356	118.26380157	Well_3
4951.6908	0.0	67.837936401		2.0794889927	-0.210619271	118.20760345	Well_3
4951.8908	0.0	67.715759277		2.0871200562	-0.20813705	118.27909851	Well_3
4952.0908	0.0	67.592544556		2.0871739388	-0.209022015	118.08049774	Well_3
4952.2908	0.0	67.515686035		2.1005880833	-0.202429205	117.79940033	Well_3
4952.4908	0.0	67.423782349		2.1303687096	-0.187017411	117.88230133	Well_3
4952.6908	0.0	67.332626343		2.1342954636	-0.185614452	117.64089966	Well_3
4952.8908	0.0	67.334327698		2.1220843792	-0.19314754	117.61419678	Well_3
4953.0908	0.0	67.321174622		2.1503362656	-0.179177299	117.63220215	Well_3
4953.2908	0.0	67.345352173		2.1792678833	-0.161998123	117.67559814	Well_3
4953.4908	0.0	67.458961487		2.1603055	-0.171187237	117.59670258	Well_3
4953.6908	0.0	67.596710205		2.1228168011	-0.192102805	117.75460052	Well_3
4953.8908	0.0	67.607620239		2.1067008972	-0.198715821	117.90219879	Well_3
4954.0908	0.0	67.599876404		2.0990214348	-0.203053206	117.97239685	Well_3
4954.2908	0.0	67.592269897		2.1000564098	-0.202305838	117.78430176	Well_3
4954.4908	0.0	67.569664001		2.1078007221	-0.198610574	117.72859955	Well_3
4954.6908	0.0	67.618453979		2.1225237846	-0.190537155	117.81860352	Well_3
4954.8908	0.0	67.719696045		2.124797821	-0.187608749	117.86589813	Well_3
4955.0908	0.0	67.790206909		2.1017804146	-0.200521141	117.99440002	Well_3
4955.2908	0.0	67.821533203		2.0752937794	-0.214116588	118.10700226	Well_3
4955.4908	0.0	67.843505859		2.0620090961	-0.220365047	118.26820374	Well_3
4955.6908	0.0	67.842849731		2.0606312752	-0.222440779	118.26460266	Well_3
4955.8908	0.0	67.832542419		2.0708692074	-0.216122136	118.45310211	Well_3
4956.0908	0.0	67.838897705		2.0731739998	-0.214485466	118.39279938	Well_3
4956.2908	0.0	67.832717896		2.0728237629	-0.21538654	118.35230255	Well_3
4956.4908	0.0	67.819900513		2.0761086941	-0.213463411	118.25299835	Well_3
4956.6908	0.0	67.811019897		2.0771992207	-0.213439569	118.34279633	Well_3
4956.8908	0.0	67.787101746		2.0858449936	-0.207953021	118.34570313	Well_3
4957.0908	0.0	67.754173279		2.0916385651	-0.205961242	118.37090302	Well_3
4957.2908	0.0	67.710678101		2.0970232487	-0.203477114	117.99970245	Well_3
4957.4908	0.0	67.661964417		2.1040737629	-0.198650271	118.06819916	Well_3
4957.6908	0.0	67.599937439		2.1000566483	-0.202265471	118.15380096	Well_3
4957.8908	0.0	67.527687073		2.094935894	-0.205587208	118.09950256	Well_3
4958.0908	0.0	67.510627747		2.1081311703	-0.198241338	118.07489777	Well_3
4958.2908	0.0	67.453788757		2.1215622425	-0.191564456	117.9076004	Well_3
4958.4908	0.0	67.372879028		2.1278703213	-0.189095274	117.84549713	Well_3
4958.6908	0.0	67.395553589		2.1371142864	-0.183810592	117.75910187	Well_3
4958.8908	0.0	67.426040649		2.1439652443	-0.1798186	117.71710205	Well_3
4959.0908	0.0	67.446609497		2.1248757839	-0.190086573	117.73950195	Well_3
4959.2908	0.0	67.484207153		2.1029751301	-0.202181324	117.60990143	Well_3
4959.4908	0.0	67.543357849		2.1034016609	-0.201517776	117.47149658	Well_3
4959.6908	0.0	67.577697754		2.1095087528	-0.197444007	117.48570251	Well_3
4959.8908	0.0	67.609985352		2.1051046848	-0.199342638	117.80190277	Well_3
4960.0908	0.0	67.608360291		2.0944621563	-0.205711588	117.96720123	Well_3
4960.2908	0.0	67.567176819		2.093695879	-0.205848351	117.83390045	Well_3
4960.4908	0.0	67.482429504		2.1089463234	-0.197808459	117.53630066	Well_3
4960.6908	0.0	67.395362854		2.1180222034	-0.193754092	117.52230072	Well_3
4960.8908	0.0	67.347717285		2.1159369946	-0.195087418	117.53489685	Well_3
4961.0908	0.0	67.279838562		2.1086788177	-0.199543267	117.49780273	Well_3
4961.2908	0.0	67.153060913		2.1069259644	-0.201336935	117.39779663	Well_3
4961.4908	0.0	67.172042847		2.1116986275	-0.198879153	117.26260376	Well_3
4961.6908	0.0	67.295944214		2.1171786785	-0.194971502	117.19450378	Well_3
4961.8908	0.0	67.248832703		2.1200661659	-0.193784073	117.27760315	Well_3
4962.0908	0.0	67.282546997		2.1156389713	-0.195108309	117.39250183	Well_3
4962.2908	0.0	67.51335907		2.1017408371	-0.202969968	118.1210022	Well_3
4962.4908	0.0	67.680526733		2.0963101387	-0.204298317	117.92259979	Well_3
4962.6908	0.0	67.655090332		2.0939543247	-0.204019874	118.01309967	Well_3
4962.8908	0.0	67.606140137		2.0825572014	-0.211472765	118.21479797	Well_3
4963.0908	0.0	67.601272583		2.0748670101	-0.216365784	118.57820129	Well_3
4963.2908	0.0	67.481269836		2.0872817039	-0.208626747	118.75610352	Well_3
4963.4908	0.0	67.199066162		2.102809906	-0.20243901	118.79540253	Well_3
4963.6908	0.0	66.772369385		2.1322889328	-0.189530164	118.17769623	Well_3
4963.8908	0.0	66.403015137		2.187779665	-0.162239149	118.05460358	Well_3
4964.0908	0.0	65.641738892		2.2405934334	-0.137444764	118.64279938	Well_3
4964.2908	0.0	64.357299805		2.3016741276	-0.113584302	117.90910339	Well_3
4964.4908	0.0	62.966701508		2.4559576511	-0.042409219	117.31420135	Well_3
4964.6908	0.0	61.502288818		2.6275260448	0.0448845588	115.34899902	Well_3
4964.8908	0.0	60.591903687		2.6742591858	0.057589002	112.23490143	Well_3
4965.0908	0.0	60.881069183		2.5780100822	0.0049428032	111.58540344	Well_3
4965.2908	0.0	61.238510132		2.5052351952	-0.030967485	110.71179962	Well_3
4965.4908	0.0	61.811088562		2.4814250469	-0.039566915	110.01709747	Well_3
4965.6908	0.0	62.098827362		2.4925382137	-0.02853753	110.21700287	Well_3
4965.8908	0.0	61.825881958		2.5003728867	-0.026365684	112.2181015	Well_3
4966.0908	0.0	62.047855377		2.5029566288	-0.026163483	112.19830322	Well_3
4966.2908	0.0	62.442314148		2.5248458385	-0.00985497	111.85700226	Well_3
4966.4908	0.0	62.396999359		2.5292634964	-0.007453331	109.91670227	Well_3
4966.6908	0.0	62.46321106		2.4989101887	-0.024537889	109.93849945	Well_3
4966.8908	0.0	61.978477478		2.4850714207	-0.032540306	111.81060028	Well_3
4967.0908	0.0	61.091140747		2.5300123692	-0.014245301	111.85340118	Well_3
4967.2908	0.0	60.359069824		2.6000103951	0.0168622062	111.77600098	Well_3
4967.4908	0.0	60.239177704		2.6530566216	0.0440688096	111.09539795	Well_3
4967.6908	0.0	60.321086884		2.6478152275	0.0426087528	100.33399963	Well_3
4967.8908	0.0	60.540336609		2.5871906281	0.0104539879	110.84500122	Well_3
4968.0908	0.0	61.172180176		2.5353293419	-0.016475003	110.85420227	Well_3
4968.2908	0.0	61.994232178		2.5446333885	-0.005016878	109.98699951	Well_3
4968.4908	0.0	62.739822388		2.5564322472	0.0081361961	109.98860168	Well_3
4968.6908	0.0	63.910095215		2.5110898018	-0.012030326	109.36689758	Well_3
4968.8908	0.0	64.573516846		2.3978583813	-0.066517666	110.36869812	Well_3
4969.0908	0.0	64.514015198		2.299700737	-0.118803665	113.57430267	Well_3
4969.2908	0.0	64.156593323		2.2837281227	-0.126736745	112.20339966	Well_3
4969.4908	0.0	63.647689819		2.3545703888	-0.089710198	113.55770111	Well_3
4969.6908	0.0	62.687831879		2.431024313	-0.055881876	114.626297	Well_3
4969.8908	0.0	61.969127655		2.4893288612	-0.030931065	114.27400208	Well_3
4970.0908	0.0	61.829219818		2.5336582661	-0.008712839	112.83239746	Well_3
4970.2908	0.0	61.699478149		2.5466268063	-0.002024098	112.09739685	Well_3
4970.4908	0.0	61.629878998		2.5229048729	-0.016226079	111.73609924	Well_3
4970.6908	0.0	61.526058197		2.5111784935	-0.022608459	109.79090118	Well_3
4970.8908	0.0	61.157344818		2.5363228321	-0.011573302	109.68699646	Well_3
4971.0908	0.0	60.847633362		2.5535306931	-0.003108366	109.69280243	Well_3
4971.2908	0.0	60.808280945		2.5528719425	-0.005737923	109.67469788	Well_3
4971.4908	0.0	60.790340424		2.5658125877	0.0013487857	109.65529633	Well_3
4971.6908	0.0	60.803005219		2.56118536	-1.2743e-05	109.54530334	Well_3
4971.8908	0.0	60.857524872		2.5475978851	-0.008577065	109.55919647	Well_3
4972.0908	0.0	60.863517761		2.5577046871	-0.001602765	109.37449646	Well_3
4972.2908	0.0	61.157699585		2.5370826721	-0.0119335	110.01039886	Well_3
4972.4908	0.0	61.368484497		2.4904475212	-0.035507306	110.10019684	Well_3
4972.6908	0.0	61.531276703		2.4696559906	-0.046006903	110.14640045	Well_3
4972.8908	0.0	61.457241058		2.4749071598	-0.043328851	109.26820374	Well_3
4973.0908	0.0	60.980484009		2.5064911842	-0.027137151	110.44460297	Well_3
4973.2908	0.0	60.54259491		2.5705504417	0.0036224388	110.47640228	Well_3
4973.4908	0.0	60.258834839		2.6174359322	0.025458876	110.19529724	Well_3
4973.6908	0.0	59.988945007		2.6482264996	0.0397960097	109.83149719	Well_3
4973.8908	0.0	59.931694031		2.671459198	0.0508770645	109.46269989	Well_3
4974.0908	0.0	60.063400269		2.6438131332	0.0403091945	109.46769714	Well_3
4974.2908	0.0	60.332775116		2.569760561	-0.004224136	109.57689667	Well_3
4974.4908	0.0	60.685771942		2.5500707626	-0.008814212	109.86399841	Well_3
4974.6908	0.0	61.065532684		2.5812387466	0.0122946519	109.83149719	Well_3
4974.8908	0.0	61.700122833		2.5595033169	0.0044672065	109.88459778	Well_3
4975.0908	0.0	61.876194		2.4875628948	-0.033538032	109.36100006	Well_3
4975.2908	0.0	61.80292511		2.4529004097	-0.053332329	110.12850189	Well_3
4975.4908	0.0	61.620029449		2.4755146503	-0.040900517	110.45359802	Well_3
4975.6908	0.0	61.107097626		2.4971206188	-0.030162385	110.43479919	Well_3
4975.8908	0.0	60.712249756		2.4795954227	-0.044388752	110.21839905	Well_3
4976.0908	0.0	60.830467224		2.4632687569	-0.053916838	110.08300018	Well_3
4976.2908	0.0	60.841667175		2.4802701473	-0.04361761	109.79759979	Well_3
4976.4908	0.0	60.668079376		2.5253360271	-0.02094006	109.54239655	Well_3
4976.6908	0.0	60.554748535		2.5510692596	-0.005776503	110.04959869	Well_3
4976.8908	0.0	60.316555023		2.5560417175	-0.005923327	110.05370331	Well_3
4977.0908	0.0	60.192726135		2.5542099476	-0.008395868	109.55899811	Well_3
4977.2908	0.0	60.083755493		2.567003727	-0.00349369	109.44950104	Well_3
4977.4908	0.0	59.918254852		2.5944292545	0.0111345239	109.25099945	Well_3
4977.6908	0.0	59.694080353		2.6358258724	0.0318732038	110.00150299	Well_3
4977.8908	0.0	59.449939728		2.6640610695	0.0437346958	109.82620239	Well_3
4978.0908	0.0	59.24174118		2.6962015629	0.0622773692	109.59700012	Well_3
4978.2908	0.0	59.097229004		2.7105112076	0.0669285655	109.28179932	Well_3
4978.4908	0.0	59.485363007		2.6585047245	0.0393549055	109.07550049	Well_3
4978.6908	0.0	59.991012573		2.5697007179	-0.002230395	109.11209869	Well_3
4978.8908	0.0	60.239585876		2.5308864117	-0.022494551	109.13960266	Well_3
4979.0908	0.0	60.219551086		2.5869889259	0.0090199551	109.51879883	Well_3
4979.2908	0.0	59.850166321		2.6508827209	0.043011304	109.57319641	Well_3
4979.4908	0.0	59.312664032		2.6816995144	0.0543570854	109.56580353	Well_3
4979.6908	0.0	58.975147247		2.6885433197	0.0549400337	109.40260315	Well_3
4979.8908	0.0	59.062274933		2.662003994	0.041295141	109.186203	Well_3
4980.0908	0.0	59.305267334		2.6302323341	0.0243996549	99.883903503	Well_3
4980.2908	0.0	59.529827118		2.6328244209	0.0282094218	109.13269806	Well_3
4980.4908	0.0	59.618782043		2.6547551155	0.0395024642	108.89479828	Well_3
4980.6908	0.0	59.582015991		2.6684265137	0.0504944101	108.55909729	Well_3
4980.8908	0.0	59.559185028		2.6469388008	0.0358352289	108.46219635	Well_3
4981.0908	0.0	59.83190155		2.6073148251	0.0129604898	108.16819763	Well_3
4981.2908	0.0	59.919715881		2.6182119846	0.0222819224	108.0463028	Well_3
4981.4908	0.0	59.722793579		2.6589620113	0.0445044674	108.18470001	Well_3
4981.6908	0.0	59.508846283		2.6926174164	0.0605631284	107.83200073	Well_3
4981.8908	0.0	59.238960266		2.7005491257	0.0646228939	107.56890106	Well_3
4982.0908	0.0	59.002498627		2.6759724617	0.0479409546	106.82129669	Well_3
4982.2908	0.0	59.128227234		2.6480588913	0.0307942182	107.63760376	Well_3
4982.4908	0.0	59.366188049		2.6709749699	0.0514944531	107.87169647	Well_3
4982.6908	0.0	59.81678009		2.6387200356	0.0338293947	107.59870148	Well_3
4982.8908	0.0	60.38205719		2.5170638561	-0.029786205	107.78009796	Well_3
4983.0908	0.0	61.612182617		2.433583498	-0.069989108	109.11779785	Well_3
4983.2908	0.0	62.925487518		2.391251564	-0.077522211	109.44190216	Well_3
4983.4908	0.0	63.935680389		2.3408048153	-0.100284725	110.60079956	Well_3
4983.6908	0.0	64.795341492		2.300624609	-0.117937386	111.91770172	Well_3
4983.8908	0.0	65.384132385		2.2599999905	-0.131326243	112.64859772	Well_3
4984.0908	0.0	66.072120667		2.2141211033	-0.15297012	115.29570007	Well_3
4984.2908	0.0	66.177192688		2.1950902939	-0.163078204	116.78410339	Well_3
4984.4908	0.0	66.453720093		2.2097110748	-0.152588069	117.38809967	Well_3
4984.6908	0.0	66.953491211		2.22315979	-0.143410116	118.25800323	Well_3
4984.8908	0.0	67.423301697		2.1906652451	-0.156402066	117.96679688	Well_3
4985.0908	0.0	67.464569092		2.1479213238	-0.180981651	118.07479858	Well_3
4985.2908	0.0	67.567718506		2.1427865028	-0.180344969	118.06790161	Well_3
4985.4908	0.0	67.898101807		2.1478250027	-0.175864041	118.08399963	Well_3
4985.6908	0.0	68.069969177		2.1150372028	-0.192117631	118.07689667	Well_3
4985.8908	0.0	68.038452148		2.0945291519	-0.204179376	118.33180237	Well_3
4986.0908	0.0	68.307617188		2.0935497284	-0.20200026	118.67690277	Well_3
4986.2908	0.0	68.39302063		2.0763320923	-0.210411251	118.74659729	Well_3
4986.4908	0.0	67.529830933		2.0779614449	-0.211801633	118.47329712	Well_3
4986.6908	0.0	65.540519714		2.1628894806	-0.176267728	117.87590027	Well_3
4986.8908	0.0	63.732326508		2.3935639858	-0.067038037	116.98349762	Well_3
4987.0908	0.0	62.05008316		2.5903880596	0.0353917703	115.79930115	Well_3
4987.2908	0.0	61.771297455		2.5192227364	-0.021492906	113.47309875	Well_3
4987.4908	0.0	63.169780731		2.2613961697	-0.151967749	112.55670166	Well_3
4987.6908	0.0	65.576271057		2.1042361259	-0.224698171	113.45120239	Well_3
4987.8908	0.0	67.632080078		2.0662255287	-0.221703574	114.41819763	Well_3
4988.0908	0.0	67.996429443		2.0506796837	-0.226339042	116.67489624	Well_3
4988.2908	0.0	68.058059692		2.0492708683	-0.226459831	117.39019775	Well_3
4988.4908	0.0	68.115501404		2.0535135269	-0.223523587	117.77580261	Well_3
4988.6908	0.0	68.134605408		2.0607938766	-0.219838664	118.00769806	Well_3
4988.8908	0.0	68.189033508		2.067835331	-0.215798259	117.76399994	Well_3
4989.0908	0.0	68.074333191		2.0781772137	-0.210549042	117.69580078	Well_3
4989.2908	0.0	67.836898804		2.0948388577	-0.203360796	117.7661972	Well_3
4989.4908	0.0	67.692001343		2.1105921268	-0.196095139	118.0522995	Well_3
4989.6908	0.0	67.467765808		2.1304092407	-0.185986355	118.05490112	Well_3
4989.8908	0.0	67.026626587		2.1237051487	-0.191644579	118.05509949	Well_3
4990.0908	0.0	67.00466156		2.0775055885	-0.218575165	117.76370239	Well_3
4990.2908	0.0	66.997657776		2.0501449108	-0.233106792	117.65480042	Well_3
4990.4908	0.0	67.412963867		2.0512144566	-0.230862811	117.75289917	Well_3
4990.6908	0.0	67.802574158		2.0589046478	-0.222913146	117.96640015	Well_3
4990.8908	0.0	67.975914001		2.0655817986	-0.217761084	117.91040039	Well_3
4991.0908	0.0	67.989852905		2.0634112358	-0.219166517	118.05390167	Well_3
4991.2908	0.0	67.996444702		2.0559449196	-0.223346755	118.25119781	Well_3
4991.4908	0.0	67.972320557		2.0536613464	-0.224005193	118.3864975	Well_3
4991.6908	0.0	67.949142456		2.0534875393	-0.224583179	118.38639832	Well_3
4991.8908	0.0	67.939682007		2.0550699234	-0.223787531	118.42410278	Well_3
4992.0908	0.0	67.948623657		2.0572035313	-0.222639814	118.49849701	Well_3
4992.2908	0.0	67.964683533		2.0579490662	-0.221981078	118.49130249	Well_3
4992.4908	0.0	67.984466553		2.0547623634	-0.223647311	118.61100006	Well_3
4992.6908	0.0	68.012557983		2.0531852245	-0.224481612	118.50180054	Well_3
4992.8908	0.0	68.028106689		2.0533766747	-0.224428147	118.48660278	Well_3
4993.0908	0.0	68.018104553		2.0576369762	-0.222131684	118.61849976	Well_3
4993.2908	0.0	68.016998291		2.0732164383	-0.212733433	118.55780029	Well_3
4993.4908	0.0	68.014770508		2.0755362511	-0.212499902	118.64900208	Well_3
4993.6908	0.0	68.011703491		2.0597999096	-0.220793635	118.43180084	Well_3
4993.8908	0.0	67.991645813		2.0538606644	-0.224430442	118.51080322	Well_3
4994.0908	0.0	67.975410461		2.0736937523	-0.214428604	118.46700287	Well_3
4994.2908	0.0	67.942298889		2.0906448364	-0.204810396	118.37770081	Well_3
4994.4908	0.0	67.873527527		2.0966243744	-0.202014461	118.37930298	Well_3
4994.6908	0.0	67.829467773		2.0947163105	-0.203180388	118.38400269	Well_3
4994.8908	0.0	67.865150452		2.0809009075	-0.210720316	118.37719727	Well_3
4995.0908	0.0	67.931495667		2.0558364391	-0.224138856	118.21299744	Well_3
4995.2908	0.0	68.015213013		2.0487470627	-0.227168754	118.34179688	Well_3
4995.4908	0.0	68.068359375		2.055639267	-0.22301212	118.40460205	Well_3
4995.6908	0.0	68.0860672		2.0671331882	-0.21664609	118.54219818	Well_3
4995.8908	0.0	68.087432861		2.068759203	-0.214973763	118.54219818	Well_3
4996.0908	0.0	68.080558777		2.0636110306	-0.21907109	118.41400146	Well_3
4996.2908	0.0	68.078018188		2.0597794056	-0.22063753	118.52120209	Well_3
4996.4908	0.0	68.086738586		2.0585708618	-0.220585957	118.55549622	Well_3
4996.6908	0.0	68.087211609		2.0597684383	-0.2208049	118.61599731	Well_3
4996.8908	0.0	68.099067688		2.0607974529	-0.219877914	118.58364105	Well_3
4997.0908	0.0	68.114372253		2.0551309586	-0.223448709	118.62169647	Well_3
4997.2908	0.0	68.115707397		2.0584347248	-0.220736101	118.5970993	Well_3
4997.4908	0.0	68.117156982		2.0662865639	-0.21706225	118.52570343	Well_3
4997.6908	0.0	68.110473633		2.0752038956	-0.212152943	118.54620361	Well_3
4997.8908	0.0	68.091682434		2.0721755028	-0.213224933	118.69409943	Well_3
4998.0908	0.0	68.099632263		2.0602176189	-0.220318437	118.55500031	Well_3
4998.2908	0.0	68.116233826		2.0541119576	-0.22345452	118.54889679	Well_3
4998.4908	0.0	68.146873474		2.0519959927	-0.224127829	118.56529999	Well_3
4998.6908	0.0	68.170921326		2.0518534184	-0.224056005	118.56210327	Well_3
4998.8908	0.0	68.189369202		2.0495016575	-0.225182861	118.56030273	Well_3
4999.0908	0.0	68.198562622		2.0460803509	-0.227176026	118.69680023	Well_3
4999.2908	0.0	68.210426331		2.0427908897	-0.228618503	118.6135025	Well_3
4999.4908	0.0	68.229980469		2.0420365334	-0.228909343	118.61579895	Well_3
4999.6908	0.0	68.247375488		2.0420732498	-0.228962615	117.78369904	Well_3
4999.8908	0.0	68.250282288		2.0447189808	-0.227737367	118.52880096	Well_3
5000.0908	0.0	68.247306824		2.053157568	-0.222992286	118.53570557	Well_3
5000.2908	0.0	68.220603943		2.061029911	-0.218453035	118.57920074	Well_3
5000.4908	0.0	68.20249939		2.0597081184	-0.219746798	118.66120148	Well_3
5000.6908	0.0	68.19443512		2.0554115772	-0.222115964	118.63339996	Well_3
5000.8908	0.0	68.199134827		2.0513985157	-0.223981574	118.65930176	Well_3
5001.0908	0.0	68.207214355		2.0405817032	-0.230158895	118.48090363	Well_3
5001.2908	0.0	68.223144531		2.036639452	-0.23200649	118.41639709	Well_3
5001.4908	0.0	68.210769653		2.0490117073	-0.225246534	118.63710022	Well_3
5001.6908	0.0	68.1796875		2.0585696697	-0.219989046	117.77310181	Well_3
5001.8908	0.0	68.12827301		2.0576770306	-0.221184447	118.49019623	Well_3
5002.0908	0.0	68.049247742		2.0588936806	-0.221207932	118.60890198	Well_3
5002.2908	0.0	67.989830017		2.0744652748	-0.212880328	118.56420135	Well_3
5002.4908	0.0	67.968139648		2.0838255882	-0.208220005	118.53829956	Well_3
5002.6908	0.0	67.97341156		2.0764865875	-0.21256271	118.42489624	Well_3
5002.8908	0.0	68.030136108		2.069473505	-0.216141999	118.41729736	Well_3
5003.0908	0.0	68.091331482		2.066880703	-0.216653362	118.40450287	Well_3
5003.2908	0.0	68.109550476		2.0638141632	-0.218223765	118.48629761	Well_3
5003.4908	0.0	68.102470398		2.0695183277	-0.215631902	118.5401001	Well_3
5003.6908	0.0	68.086006165		2.0800025463	-0.20933868	118.54450226	Well_3
5003.8908	0.0	68.069694519		2.0778756142	-0.210997298	118.52159882	Well_3
5004.0908	0.0	68.063987732		2.0683476925	-0.216159165	118.50509644	Well_3
5004.2908	0.0	68.086624146		2.0633246899	-0.218814582	118.35009766	Well_3
5004.4908	0.0	68.112228394		2.0595817566	-0.220488355	118.36250305	Well_3
5004.6908	0.0	68.128341675		2.0610387325	-0.21976532	118.48870087	Well_3
5004.8908	0.0	68.12664032		2.067991972	-0.215580568	118.44960022	Well_3
5005.0908	0.0	68.111602783		2.072324276	-0.213828951	118.29560089	Well_3
5005.2908	0.0	68.073387146		2.0714769363	-0.214426458	118.31600189	Well_3
5005.4908	0.0	68.029594421		2.0723266602	-0.213871747	118.56349945	Well_3
5005.6908	0.0	67.992584229		2.0755503178	-0.212916672	118.41359711	Well_3
5005.8908	0.0	67.949104309		2.0790944099	-0.211077198	118.3404007	Well_3
5006.0908	0.0	67.945259094		2.0832202435	-0.209000483	118.37770081	Well_3
